;Ano;Turno;Localidade;Cargo;Nº;Candidato;Nome Urna;Partido / Coligação;Votação;Situação
;2016;1º Turno;CONDE;Vereador;40777;ALEX DA SILVA SANTOS;ALEX DE GURUGI;PSB / A ESPERANÇA NO TRABALHO I;92;Suplente
;2016;1º Turno;CONDE;Vereador;55444;JOSINALDO DE SOUZA SANTOS;CHAY TURISMO;PSD / O TRABALHO VAI VOLTAR II;90;Suplente
;2016;1º Turno;CONDE;Vereador;12345;CLAUDIA PENHA FERREIRA LIMA;CLÁUDIA FERREIRA;PDT / POR UM CONDE MELHOR;80;Não eleito
;2016;1º Turno;CONDE;Vereador;40800;ALEXANDRE MAIA DE FARIAS;ALEX MAIA;PSB / A ESPERANÇA NO TRABALHO I;79;Suplente
;2016;1º Turno;CONDE;Vereador;10001;ANA MARIA DE SOUZA GOMES;ANINHA DA RÁDIO;PRB / POR UM CONDE MELHOR;77;Não eleito
;2016;1º Turno;CONDE;Vereador;43567;KAIME ADRIANO BRITO;KAIME DE TAMBABA;PV / A ESPERANÇA NO TRABALHO I;76;Suplente
;2016;1º Turno;CONDE;Vereador;70999;MARICLÉIA LIMA GOMES;CLÉIA CONDE;PT do B / O CONDE NÃO PODE PARAR 2;73;Suplente
;2016;1º Turno;CONDE;Vereador;20111;JOSE CARLOS DE PONTES;CARLINHOS DO;PSC / AGORA É A SUA VEZ;69;Não eleito
;2016;1º Turno;CONDE;Vereador;25444;JOSINALDO ALFREDO DA SILVA;IRMAO DORGE;DEM / PELO BEM DE NOSSA CIDADE;68;Não eleito
;2016;1º Turno;CONDE;Vereador;13000;EVERALDO DE ANDRADE SILVA;EVERALDO SILVA;PT / A ESPERANÇA NO TRABALHO I;67;Suplente
;2016;1º Turno;CONDE;Vereador;40222;MARIA JOSÉ FERNANDES;LIA FERNANDES;PSB / A ESPERANÇA NO TRABALHO I;57;Suplente
;2016;1º Turno;CONDE;Vereador;55210;VADILSON FELIPE DO ESPIRITO;DANDO;PSD / O TRABALHO VAI VOLTAR II;54;Suplente
;2016;1º Turno;CONDE;Vereador;22000;ALBERTO FERREIRA DE;BETO MIRANDA;PR / O CONDE NÃO PODE PARAR 2;54;Suplente
;2016;1º Turno;CONDE;Vereador;20222;MOISES SEBASTIÃO PEDRO;MOISES TABAJARA;PSC / AGORA É A SUA VEZ;52;Não eleito
;2016;1º Turno;CONDE;Vereador;25123;ANA PAULA DE AZEVEDO BRITO;ANA PAULA SYLON;DEM / PELO BEM DE NOSSA CIDADE;51;Não eleito
;2016;1º Turno;CONDE;Vereador;14111;CÍCERO EVANGELISTA DOS REIS;CÍCERO BIGODE DE;PTB / O TRABALHO VAI VOLTAR II;51;Suplente
;2016;1º Turno;CONDE;Vereador;55678;ERINALDO DOS SANTOS;NALDO PEDREIRO;PSD / O TRABALHO VAI VOLTAR II;48;Suplente
;2016;1º Turno;CONDE;Vereador;25333;MARCELO SEVERINO DA SILVA;MARCELO DO COCO;DEM / PELO BEM DE NOSSA CIDADE;45;Não eleito
;2016;1º Turno;CONDE;Vereador;18123;ROBERTO MACIEL DE LIMA;ROBERTO MACIEL;REDE / POR UM CONDE MELHOR;41;Não eleito
;2016;1º Turno;CONDE;Vereador;25800;MARINALDO GOMES;O FISCAL DO POVO;DEM / PELO BEM DE NOSSA CIDADE;40;Não eleito
;2016;1º Turno;CONDE;Vereador;10111;RICARDO HENRIQUE DA SILVA;RICARDO HENRIQUE;PRB / POR UM CONDE MELHOR;38;Não eleito
;2016;1º Turno;CONDE;Vereador;70123;ANA PAULA DOS SANTOS SILVA;PAULA DE DONA;PT do B / O CONDE NÃO PODE PARAR 2;34;Suplente
;2016;1º Turno;CONDE;Vereador;25111;JAILZA SILVA DO ESPIRITO;DINHA DA;DEM / PELO BEM DE NOSSA CIDADE;33;Não eleito
;2016;1º Turno;CONDE;Vereador;25234;IVONALDO VICENTE DA SILVA;IVONALDO;DEM / PELO BEM DE NOSSA CIDADE;32;Não eleito
;2016;1º Turno;CONDE;Vereador;25251;COSMO LOPES DA SILVA;COSMO LOPES;DEM / PELO BEM DE NOSSA CIDADE;27;Não eleito
;2016;1º Turno;CONDE;Vereador;45444;RICARDO JORGE SOARES SOUSA;RICARDO DA;PSDB / POR UM CONDE MELHOR;26;Não eleito
;2016;1º Turno;CONDE;Vereador;10222;SEVERINO MALAQUIAS DA;CHIMBA;PRB / POR UM CONDE MELHOR;25;Não eleito
;2016;1º Turno;CONDE;Vereador;55000;MARIA ANA DOS REIS SANTOS;DONA ANA;PSD / O TRABALHO VAI VOLTAR II;25;Suplente
;2016;1º Turno;CONDE;Vereador;45456;LUCIANO URBANO CABRAL DE;LULA MELO;PSDB / POR UM CONDE MELHOR;25;Não eleito
;2016;1º Turno;CONDE;Vereador;10800;GERALDO ODILON SILVA;GERASOM;PRB / POR UM CONDE MELHOR;25;Não eleito
;2016;1º Turno;CONDE;Vereador;20246;EZANE GOMES CAVALCANTI DA;IRMÃ EZANE;PSC / AGORA É A SUA VEZ;23;Não eleito
;2016;1º Turno;CONDE;Vereador;35123;NEUMA CRISTINA FERNANDES;NEUMA DE;PMB / PELO BEM DE NOSSA CIDADE;22;Não eleito
;2016;1º Turno;CONDE;Vereador;25240;RAMON CAVALCANTI DE BRITO;RAMON DE JACUMA;DEM / PELO BEM DE NOSSA CIDADE;22;Não eleito
;2016;1º Turno;CONDE;Vereador;20777;FRANCISCO FERREIRA DE SOUSA;IRMÃO FRANCISCO;PSC / AGORA É A SUA VEZ;22;Não eleito
;2016;1º Turno;CONDE;Vereador;10000;IVONALDO RIBEIRO DA SILVA;NALDINHO;PRB / POR UM CONDE MELHOR;21;Não eleito
;2016;1º Turno;CONDE;Vereador;19555;EDIVALDO DIONIZIO DOS ANJOS;SEU BARRIGA;PTN / AGORA É A SUA VEZ;20;Não eleito
;2016;1º Turno;CONDE;Vereador;45555;MARIA DA CONCEIÇÃO DE LIMA;VAQUEIRA DE;PSDB / POR UM CONDE MELHOR;19;Não eleito
;2016;1º Turno;CONDE;Vereador;25678;CARLOS HENRIQUE PEREIRA DA;CARLOS HENRIQUE;DEM / PELO BEM DE NOSSA CIDADE;18;Não eleito
;2016;1º Turno;CONDE;Vereador;65123;JOSELEY ALMEIDA LIRA;JOSELEY LIRA;PC do B / POR UM CONDE MELHOR;15;Não eleito
;2016;1º Turno;CONDE;Vereador;14777;SILVANA FARIAS VITAL;SILVANA;PTB / O TRABALHO VAI VOLTAR II;14;Suplente
;2016;1º Turno;CONDE;Vereador;25456;VANDA LUCIA BARBOSA DOS;VANDA DA TAPIOCA;DEM / PELO BEM DE NOSSA CIDADE;13;Não eleito
;2016;1º Turno;CONDE;Vereador;20001;ANTONIO JOSE DE MELO;CANELA;PSC / AGORA É A SUA VEZ;12;Não eleito
;2016;1º Turno;CONDE;Vereador;20456;VALDEMIR SILVA DE;VALDEMIR DA;PSC / AGORA É A SUA VEZ;10;Não eleito
;2016;1º Turno;CONDE;Vereador;20123;ROSITÂNIA MARIA DA SILVA;TANIA SILVA;PSC / AGORA É A SUA VEZ;9;Não eleito
;2016;1º Turno;CONDE;Vereador;19111;MARCELO RIBEIRO DOS SANTOS;MARCELO DA PULGA;PTN / AGORA É A SUA VEZ;8;Não eleito
;2016;1º Turno;CONDE;Vereador;19220;ROSILDA BATISTA RODRIGUES;IRMÃ ROSILDA;PTN / AGORA É A SUA VEZ;8;Não eleito
;2016;1º Turno;CONDE;Vereador;19007;GIUZEPPE GRACIANO DE MELO;PROFESSOR;PTN / AGORA É A SUA VEZ;7;Não eleito
;2016;1º Turno;CONDE;Vereador;19999;WALKIRYA GUEDES BEZERRA;WALKIRYA;PTN / AGORA É A SUA VEZ;6;Não eleito
;2016;1º Turno;CONDE;Vereador;14888;MARTA MARIA OLIVEIRA DOS;IRMÃ MARTA;PTB / O TRABALHO VAI VOLTAR II;5;Suplente
;2016;1º Turno;CONDE;Vereador;40456;MARIA DE FÁTIMA SOARES DA;FÁTIMA SOARES;PSB / A ESPERANÇA NO TRABALHO I;5;Suplente
;2016;1º Turno;CONDE;Vereador;25555;WANDERLEY BEZERRA DOS;WANDERLEY DE;DEM / PELO BEM DE NOSSA CIDADE;5;Não eleito
;2016;1º Turno;CONDE;Vereador;19123;VÂNIA  DUARTE DIAS;VANIA DUARTE;PTN / AGORA É A SUA VEZ;4;Não eleito
;2016;1º Turno;CONDE;Vereador;45111;AELSON PEREIRA RIBEIRO;AELSON RIBEIRO;PSDB / POR UM CONDE MELHOR;3;Não eleito
;2016;1º Turno;CONDE;Vereador;65040;MARIA LAUDICEIA ALMEIDA;LAUDICEIA ALMEIDA;PC do B / POR UM CONDE MELHOR;2;Não eleito
;2016;1º Turno;CONDE;Vereador;15151;TÂNIA MARIA DE LIMA;TÂNIA PIMENTEL;PMDB / O TRABALHO VAI VOLTAR II;2;Suplente
;2016;1º Turno;CONDE;Vereador;25999;JUCICLEIA RODRIGUES DA SILVA;JUCICLEIA;DEM / PELO BEM DE NOSSA CIDADE;2;Não eleito
;2016;1º Turno;CONDE;Vereador;19777;DANYELLE REGIANE ALVES DE;DANY;PTN / AGORA É A SUA VEZ;1;Não eleito
;2016;1º Turno;CONDE;Vereador;19000;ADEILDA BEZERRA DA SILVA;ILDA BEZERRA;PTN / AGORA É A SUA VEZ;1;Não eleito
;2016;1º Turno;CONDE;Vereador;45678;CAMILA OLIVEIRA PEREIRA;CAMILA;PSDB / POR UM CONDE MELHOR;0;Não eleito
;2016;1º Turno;CONDE;Vereador;55666;LETÍCIA NUNES DA SILVA;LETÍCIA;PSD / O TRABALHO VAI VOLTAR II;0;Suplente
;2016;1º Turno;CONDE;Vereador;25321;JOSE AUCIMARIO FRANCO;AUCIMARIO FRANCO;DEM / PELO BEM DE NOSSA CIDADE;0;Não eleito
;2016;1º Turno;CONDE;Vereador;25001;CARLA MARIA DA SILVA;CARLA;DEM / PELO BEM DE NOSSA CIDADE;0;Não eleito
;2016;1º Turno;CONDE;Vereador;11123;MARIA DE LOURDES RIBEIRO DA;DONA LOURDES;PP / O TRABALHO VAI VOLTAR II;0;Suplente
;2016;1º Turno;CONDE;Vereador;13555;HOZANA MARIA DE BRITO;HOZANA;PT / A ESPERANÇA NO TRABALHO I;0;Não eleito
;2016;1º Turno;CONDE;Vereador;40000;JOSÉ ANTÔNIO DANTAS DOS;TONTINHA;PSB / A ESPERANÇA NO TRABALHO I;0;Não eleito
;2016;1º Turno;CONDE;Vereador;43100;VALKEILA SILVA PEREIRA;VALKEILA;PV / A ESPERANÇA NO TRABALHO I;0;Suplente
;2016;1º Turno;CONDE;Vereador;19222;ROBERTO DE ARAGAO COSTA;ROBERTO ARAGAO;PTN / AGORA É A SUA VEZ;0;Não eleito
;2016;1º Turno;CONDE;Vereador;43111;MARIA DAS NEVES DA SILVA;NEVINHA;PV / A ESPERANÇA NO TRABALHO I;0;Suplente
;2016;1º Turno;CONDE;Vereador;43333;MARIA DE FÁTIMA LOPES DA;FÁTIMA LOPES;PV / A ESPERANÇA NO TRABALHO I;0;Suplente
;2016;1º Turno;CONDE;Vereador;10190;EDNALDO MENDES DIAS;EDINHO MENDES;PRB / POR UM CONDE MELHOR;0;Não eleito
;2016;1º Turno;CONGO;Prefeito;12;JOAQUIM QUIRINO DA SILVA;JUNIOR QUIRINO;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;2733;Eleito

;2016;1º Turno;CONGO;Prefeito;55;JOSÉ HERIBERTO QUIRINO;BETO;PSD / O CONGO É PARA TODOS;1105;Não eleito
;2016;1º Turno;CONGO;Vereador;13000;ADERALDO PEREIRA NETTO;DERA;PT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;384;Eleito por QP

;2016;1º Turno;CONGO;Vereador;40456;AGNALDO ALVES MARTINS;TIMOTIO;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;381;Eleito por QP

;2016;1º Turno;CONGO;Vereador;40888;FABIANO FERNANDES DE LAGOS;FABIANO BOLACHA;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;314;Eleito por QP

;2016;1º Turno;CONGO;Vereador;55333;ERIVALDO FARIAS DE QUEIROS;PINGA;PSD / O CONGO É PARA TODOS;273;Eleito por QP
;2016;1º Turno;CONGO;Vereador;12456;SEBASTIAO DA SILVA;SEBASTIAO TICÓ;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;267;Eleito por QP

;2016;1º Turno;CONGO;Vereador;20123;JUCELIO QUINTANS DA SILVA;JUCELIO QUINTANS;PSC / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;248;Eleito por QP

;2016;1º Turno;CONGO;Vereador;40789;JORGE HUMBERTO QUIRINO;JORGE BEDEU;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;225;Eleito por QP

;2016;1º Turno;CONGO;Vereador;40000;LENILSON BEZERRA DA SILVA;LENILSON;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;222;Eleito por 

;2016;1º Turno;CONGO;Vereador;55000;ADEMIR DE OLIVEIRA;MÍ DE ZECA;PSD / O CONGO É PARA TODOS;218;Eleito por QP
;2016;1º Turno;CONGO;Vereador;12789;JOSE JUVANCI FERREIRA DE;JUVANCI;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;216;Suplente

;2016;1º Turno;CONGO;Vereador;40123;JOSE GEOVASIO FERNANDES DA;PESSOA;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;207;Suplente

;2016;1º Turno;CONGO;Vereador;45678;GILMAR DE SOUZA OLIVEIRA;GILMAR;PSDB / O CONGO É PARA TODOS;145;Suplente
;2016;1º Turno;CONGO;Vereador;55789;ERIVALDO FARIAS DE OLIVEIRA;OURO;PSD / O CONGO É PARA TODOS;135;Suplente
;2016;1º Turno;CONGO;Vereador;15555;JOSÉ ARIVAN DE OLIVEIRA;ARIVAN;PMDB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;120;Suplente

;2016;1º Turno;CONGO;Vereador;13333;JOSÉ ARQUIMEDES DE AMURIM;ARQUIMEDES;PT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;106;Suplente

;2016;1º Turno;CONGO;Vereador;12222;JOÃO ALVES FEITOZA;JOÃO CALU;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;75;Suplente

;2016;1º Turno;CONGO;Vereador;40333;MARIA NAZARETE FERREIRA;NAZARETE;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;70;Suplente

;2016;1º Turno;CONGO;Vereador;10123;HELENO ANDRÉ DA COSTA;HELENO ANDRÉ;PRB / O CONGO É PARA TODOS;64;Suplente
;2016;1º Turno;CONGO;Vereador;55234;JOSÉ GENILSON FARIAS;GENILSON;PSD / O CONGO É PARA TODOS;48;Suplente
;2016;1º Turno;CONGO;Vereador;55520;MANOEL FERREIRA DE LIMA;BOGE;PSD / O CONGO É PARA TODOS;26;Suplente
;2016;1º Turno;CONGO;Vereador;55555;LUCIA FARIAS ORIENTE DA;LUCIA;PSD / O CONGO É PARA TODOS;24;Suplente
;2016;1º Turno;CONGO;Vereador;55567;JOSENILDA DE LIMA NUNES;NANAN BRACINHO;PSD / O CONGO É PARA TODOS;11;Suplente
;2016;1º Turno;CONGO;Vereador;55123;GIVALDO VIRGULINO DA SILVA;JÚNIOR DE FIFI;PSD / O CONGO É PARA TODOS;6;Suplente
;2016;1º Turno;CONGO;Vereador;12123;MARIA APARECIDA DA SILVA;MARIA;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;3;Suplente

;2016;1º Turno;CONGO;Vereador;12000;ANA MICAELI DA SILVA;ANA;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;3;Suplente

;2016;1º Turno;CONGO;Vereador;55222;POLIANE JORGE DE SOUSA LIMA;POLIANE;PSD / O CONGO É PARA TODOS;1;Suplente
;2016;1º Turno;CONGO;Vereador;15123;MARIA DAS DORES FREITAS;DORINHA;PMDB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;0;Suplente

;2016;1º Turno;CONGO;Vereador;13222;ANDREA DE AMURIM DA SILVA;ANDREA;PT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;0;Suplente

;2016;1º Turno;CONGO;Vereador;13777;MARIA APARECIDA JORDÃO;CIDA;PT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;0;Suplente

;2016;1º Turno;CONGO;Vereador;10345;JULIANE DA COSTA GREGORIO;JULIANE;PRB / O CONGO É PARA TODOS;0;Suplente
;2016;1º Turno;COREMAS;Prefeito;12;FRANCISCA DA CHAGAS;CHAGUINHA DE;PDT / COREMAS PARA TODOS I;4640;Eleito
;2016;1º Turno;COREMAS;Prefeito;45;ANTONIO CARLOS CAVALCANTI;ANTONIO LOPES;PSDB / POR AMOR A COREMAS;4553;Não eleito
;2016;1º Turno;COREMAS;Prefeito;14;JANDERLEY BATISTA DE SOUSA;JANDERLEY DE;PTB / AO BEM DO POVO, CANDIDATO NOVO;377;Não eleito

;2016;1º Turno;COREMAS;Vereador;12111;EDNALDO PEREIRA DE OLIVEIRA;EDNALDO;PDT / COREMAS PARA TODOS II;1089;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;45245;FRANCISCO SERGIO LOPES;SERGIO LOPES;PSDB / POR AMOR A COREMAS;723;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;20000;JOSE ERIVAN DA SILVA;ZE ERIVAN;PSC / COREMAS PARA TODOS II;648;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;40000;FRANCISCO DA ASSIS;ASSIS CLEMENTINO;PSB / COREMAS PARA TODOS II;572;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;77777;MARCUS VINICIUS RAMALHO;MARQUINHO DE;SD / POR AMOR A COREMAS;476;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;15000;JOSE LAEDSON ANDRADE SILVA;DR LAEDSON;PMDB / POR AMOR A COREMAS;456;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;45666;ELTON CLEBER RAMALHO LOPES;ELTON DE DR ZÉ;PSDB / POR AMOR A COREMAS;446;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;14111;CLAUDIO ARAÚJO DA SILVA;ENGENHEIRO;PTB / AO BEM DO POVO, CANDIDATO NOVO;416;Eleito por QP

;2016;1º Turno;COREMAS;Vereador;51111;REGINALDO CAVALCANTE;DR NALDINHO;PEN / POR AMOR A COREMAS;398;Eleito por 
;2016;1º Turno;COREMAS;Vereador;14444;MARIA IVANETE MACHADO DE;IVANETE DE;PTB / AO BEM DO POVO, CANDIDATO NOVO;366;Suplente

;2016;1º Turno;COREMAS;Vereador;22222;JOSE KLEYDISON DA SILVA;KLEYDISON;PR / COREMAS PARA TODOS II;361;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;45555;FRANCISCO MAMEDE;CHICO MAMEDE;PSDB / POR AMOR A COREMAS;342;Suplente
;2016;1º Turno;COREMAS;Vereador;12000;RONALDO LIMA BATISTA;RONALDO;PDT / COREMAS PARA TODOS II;330;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;12333;JOSE FERREIRA DE OLIVEIRA;ZÉ FERREIRA;PDT / COREMAS PARA TODOS II;317;Suplente
;2016;1º Turno;COREMAS;Vereador;12222;CIDENIRO MENDES URTIGA;CIDENIRO MENDES;PDT / COREMAS PARA TODOS II;236;Suplente
;2016;1º Turno;COREMAS;Vereador;45123;FRANCISCO SOARES DE SOUSA;NENEM DA LINHA;PSDB / POR AMOR A COREMAS;216;Suplente
;2016;1º Turno;COREMAS;Vereador;15151;ARTHUR WAGNER SOARES;ARTHUR WAGNER;PMDB / POR AMOR A COREMAS;195;Suplente
;2016;1º Turno;COREMAS;Vereador;15333;JOSE ROBERTO SOARES DE;ROBERTO SOARES;PMDB / POR AMOR A COREMAS;191;Suplente
;2016;1º Turno;COREMAS;Vereador;14555;JOÃO PEREIRA DE ALMEIDA;JOÃOZINHO;PTB / AO BEM DO POVO, CANDIDATO NOVO;176;Suplente

;2016;1º Turno;COREMAS;Vereador;14777;GILMAR PEREIRA DE ARAÚJO;NENEN DE DORA;PTB / AO BEM DO POVO, CANDIDATO NOVO;141;Suplente

;2016;1º Turno;COREMAS;Vereador;12123;RICARDO FERREIRA DANTAS;RICARDO DE BOSCO;PDT / COREMAS PARA TODOS II;140;Suplente
;2016;1º Turno;COREMAS;Vereador;12555;MARIA PAULINO DE LIMAS;BIA;PDT / COREMAS PARA TODOS II;102;Suplente
;2016;1º Turno;COREMAS;Vereador;15123;JOSÉLIA PEREIRA DA SILVA;JOSELIA DE DEILTON;PMDB / POR AMOR A COREMAS;77;Suplente
;2016;1º Turno;COREMAS;Vereador;12777;ROSILDA FERNANDES DA SILVA;BIDINHA;PDT / COREMAS PARA TODOS II;76;Suplente
;2016;1º Turno;COREMAS;Vereador;55222;ED CESAR LACERDA LOUREIRO;ED CESAR;PSD / COREMAS PARA TODOS II;58;Suplente
;2016;1º Turno;COREMAS;Vereador;14333;JOSEFA GILSA ROBERTO SOUSA;GILSA ROBERTO;PTB / AO BEM DO POVO, CANDIDATO NOVO;56;Suplente

;2016;1º Turno;COREMAS;Vereador;45000;MANOEL FERREIRA MATIAS;EMANOEL FERREIRA;PSDB / POR AMOR A COREMAS;54;Suplente
;2016;1º Turno;COREMAS;Vereador;31333;SILVIA JANNE DE SOUSA;SILVIA JANNE;PHS / POR AMOR A COREMAS;49;Suplente
;2016;1º Turno;COREMAS;Vereador;14000;LEUDOMICIO SOARES MESSIAS;MISSIM;PTB / AO BEM DO POVO, CANDIDATO NOVO;46;Suplente

;2016;1º Turno;COREMAS;Vereador;12444;MARIA DA CONCEIÇÃO VIEIRA;CONCEIÇÃO DE DIDI;PDT / COREMAS PARA TODOS II;44;Suplente
;2016;1º Turno;COREMAS;Vereador;15222;LUIS PAULO;LUIS PAULO;PMDB / POR AMOR A COREMAS;42;Suplente
;2016;1º Turno;COREMAS;Vereador;45333;SOLERNO AMORIN DE SOUSA;SOLERNO DE EDITE;PSDB / POR AMOR A COREMAS;41;Suplente
;2016;1º Turno;COREMAS;Vereador;12345;MARIA DE FÁTIMA BATISTA;PROFESSORA;PDT / COREMAS PARA TODOS II;39;Suplente
;2016;1º Turno;COREMAS;Vereador;45777;LUIZ LEITE DE SOUZA;LUIZ DE BIRO;PSDB / POR AMOR A COREMAS;32;Suplente
;2016;1º Turno;COREMAS;Vereador;11111;DELANO ALENCAR LUCAS DE;DELANO;PP / COREMAS PARA TODOS II;32;Suplente
;2016;1º Turno;COREMAS;Vereador;15601;CICERO SALVIANO DE SOUSA;CICINHO DE;PMDB / POR AMOR A COREMAS;28;Suplente
;2016;1º Turno;COREMAS;Vereador;12666;MANOEL FERREIRA;MESSIAS;PDT / COREMAS PARA TODOS II;20;Suplente
;2016;1º Turno;COREMAS;Vereador;12888;FRANCINEUDO SALVIANO DA;NEUDO PESCADOR;PDT / COREMAS PARA TODOS II;20;Suplente
;2016;1º Turno;COREMAS;Vereador;15111;FRANCIVALDA DA SILVA;MILENE VITAL;PMDB / POR AMOR A COREMAS;16;Suplente
;2016;1º Turno;COREMAS;Vereador;90123;WANDERSON KENNEDY DA;WANDERSON;PROS / AO BEM DO POVO, CANDIDATO NOVO;15;Suplente

;2016;1º Turno;COREMAS;Vereador;55555;FRANCISCO ALESSANDRO;ALESSANDRO;PSD / COREMAS PARA TODOS II;14;Suplente
;2016;1º Turno;COREMAS;Vereador;13333;MARIA IVANIRA MACHADO DE;IVANIRA MACHADO;PT / AO BEM DO POVO, CANDIDATO NOVO;5;Suplente
;2016;1º Turno;COREMAS;Vereador;31111;KARLA BATTINY ALVES DE;KARLA BATTINY;PHS / POR AMOR A COREMAS;3;Suplente
;2016;1º Turno;COREMAS;Vereador;14222;DAMIÃO FERREIRA BILAU;DAMIÃO FERREIRA;PTB / AO BEM DO POVO, CANDIDATO NOVO;2;Suplente

;2016;1º Turno;COREMAS;Vereador;12212;ANAIRES GUIMARÃES DE;ANAIRES;PDT / COREMAS PARA TODOS II;1;Suplente
;2016;1º Turno;COREMAS;Vereador;45678;RITA DE CASSIA LEITE PINTO;RITA DE CASSIA;PSDB / POR AMOR A COREMAS;0;Suplente
;2016;1º Turno;COREMAS;Vereador;12456;MARIA JOSE ALVES SOARES;MARIA JOSE;PDT / COREMAS PARA TODOS II;0;Suplente
;2016;1º Turno;COREMAS;Vereador;45888;MARIA LUCIA LEITE;MARIA LUCIA;PSDB / POR AMOR A COREMAS;0;Suplente
;2016;1º Turno;COREMAS;Vereador;12999;LUAN EMANOEL CAVALCANTI;LUAN;PDT / COREMAS PARA TODOS II;0;Suplente
;2016;1º Turno;COXIXOLA;Prefeito;25;GIVALDO LIMEIRA DE FARIAS;GIVALDO;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;866;Eleito

;2016;1º Turno;COXIXOLA;Prefeito;13;JOSÉ VALMI OLIVEIRA TORRES;VALMI OLIVEIRA;PT / COLIGAÇÃO UMA NOVA HISTÓRIA PARA COXIXOLA;682;Não eleito

;2016;1º Turno;COXIXOLA;Vereador;45333;JOSÉ SEVERINO DE FARIAS;ZÉ DE GUI;PSDB / COLIGAÇÃO UMA NOVA HISTÓRIA PARA COXIXOLA;169;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;25625;JOSIMAR RODRIGUES DA;JOSIMAR;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;148;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;25123;ROBERIO GONÇALVES RIBEIRO;ROBERIO;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;134;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;25111;JOSE EDERINALDO DA SILVA;DIDI DO;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;102;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;55555;ADEMI RAMOS DE SOUSA;MIMI;PSD / CONTINUAMOS UNIDOS POR COXIXOLA;94;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;25147;VALMIR GONÇALVES AMORIM;VALMIR;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;86;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;55666;ALIXANDRE DA SILVA NEVES;XANDA;PSD / CONTINUAMOS UNIDOS POR COXIXOLA;85;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;55888;BRAZ REINALDO DE MELO;BRAZ;PSD / CONTINUAMOS UNIDOS POR COXIXOLA;83;Suplente

;2016;1º Turno;COXIXOLA;Vereador;45222;CARLOS ANTONIO DA SILVA;CARRIM;PSDB / COLIGAÇÃO UMA NOVA HISTÓRIA PARA COXIXOLA;82;Eleito por QP

;2016;1º Turno;COXIXOLA;Vereador;20123;FÁBIO OLIVEIRA SILVA;FABIO OLIVEIRA;PSC / COLIGAÇÃO UMA NOVA HISTÓRIA PARA COXIXOLA;80;Eleito por 

;2016;1º Turno;COXIXOLA;Vereador;25666;ROBERTO NEVES DA COSTA;ROBERTO DE OSCAR;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;78;Suplente

;2016;1º Turno;COXIXOLA;Vereador;25800;MARIA JOSE RAMOS DE;ZEZE DE JORDI;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;73;Suplente

;2016;1º Turno;COXIXOLA;Vereador;25000;GERALDO JOSE DE SOUSA NETO;NETO DE ZUZA;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;71;Suplente

