cd_Ugestora,dt_Ano,de_Ugestora,Eleito,classe,Candidato2016,DistanciaParaCapital,Media_Eleitores,nu_Contratos,nu_Dispensas,nu_Aditivo_Prazo,nu_Aditivo_Devolucao,nu_Aditivo_Valor,nu_Aditivos_Totais,nu_Convites,nu_Dispensas_Prop_Contratos,nu_Aditivo_Prazo_Prop_Contratos,nu_Aditivo_Devolucao_Prop_Contratos,nu_Aditivo_Valor_Prop_Contratos,nu_Aditivos_Totais_Prop_Contratos,nu_Convites_Prop_Contratos,nu_Contratos_Prop_Eleitores,nu_Dispensas_Prop_Eleitores,nu_Aditivo_Prazo_Prop_Eleitores,nu_Aditivo_Devolucao_Prop_Eleitores,nu_Aditivo_Valor_Prop_Eleitores,nu_Aditivos_Totais_Prop_Eleitores,nu_Convites_Prop_Eleitores
201209,2013,SOLEDADE,FLAVIO AURELIANO DA SILVA NETO,NAO IRREGULAR,TRUE,198,9914,195,17,27,0,33,60,12,0.0871794871794872,0.138461538461538,0,0.169230769230769,0.307692307692308,0.0615384615384615,0.0196691547306839,0.00171474682267501,0.00272342142424854,0,0.00332862618519266,0.00605204760944119,0.00121040952188824
201209,2013,SOLEDADE,JOSE BENTO LEITE DO NASCIMENTO,NAO IRREGULAR,FALSE,198,9914,195,17,27,0,33,60,12,0.0871794871794872,0.138461538461538,0,0.169230769230769,0.307692307692308,0.0615384615384615,0.0196691547306839,0.00171474682267501,0.00272342142424854,0,0.00332862618519266,0.00605204760944119,0.00121040952188824
201210,2009,SOSSEGO,CARLOS ANTONIO ALVES DA SILVA,NAO IRREGULAR,FALSE,227,2418,200,0,22,0,45,67,68,0,0.11,0,0.225,0.335,0.34,0.0827129859387924,0,0.00909842845326716,0,0.0186104218362283,0.0277088502894955,0.0281224152191894
201210,2013,SOSSEGO,CARLOS ANTONIO ALVES DA SILVA,NAO IRREGULAR,FALSE,227,2418,186,28,39,0,40,79,25,0.150537634408602,0.209677419354839,0,0.21505376344086,0.424731182795699,0.134408602150538,0.0769230769230769,0.0115798180314309,0.0161290322580645,0,0.0165425971877585,0.032671629445823,0.010339123242349
201211,2009,SOUSA,FABIO TYRONE BRAGA DE OLIVEIRA,NAO IRREGULAR,FALSE,444,45161,1568,260,53,0,128,181,333,0.165816326530612,0.0338010204081633,0,0.0816326530612245,0.115433673469388,0.212372448979592,0.0347202232014349,0.00575717986758486,0.00117357897300768,0,0.00283430393481101,0.00400788290781869,0.00737361883040677
201211,2013,SOUSA,ANDRE AVELINO DE PAIVA GADELHA NETO,NAO IRREGULAR,TRUE,444,45161,586,112,41,3,65,109,27,0.191126279863481,0.0699658703071672,0.00511945392491468,0.110921501706485,0.186006825938567,0.0460750853242321,0.0129757977015567,0.00248001594295963,0.000907862979119151,6.6428998472133e-05,0.00143929496689622,0.0024135869444875,0.000597860986249197
201212,2009,SUME,FRANCISCO DUARTE DA SILVA NETO,NAO IRREGULAR,FALSE,275,11910,739,75,50,0,50,100,366,0.10148849797023,0.06765899864682,0,0.06765899864682,0.13531799729364,0.495263870094723,0.062048698572628,0.00629722921914358,0.00419815281276238,0,0.00419815281276238,0.00839630562552477,0.0307304785894207
201212,2013,SUME,FRANCISCO DUARTE DA SILVA NETO,NAO IRREGULAR,FALSE,275,11910,237,17,46,0,48,94,37,0.0717299578059072,0.194092827004219,0,0.20253164556962,0.39662447257384,0.156118143459916,0.0198992443324937,0.00142737195633921,0.00386230058774139,0,0.00403022670025189,0.00789252728799328,0.00310663308144416
201213,2009,TAPEROA,DEOCLECIO MOURA FILHO,NAO IRREGULAR,FALSE,261,10250,383,65,61,0,84,145,128,0.169712793733681,0.159268929503916,0,0.219321148825065,0.378590078328982,0.33420365535248,0.0373658536585366,0.00634146341463415,0.00595121951219512,0,0.00819512195121951,0.0141463414634146,0.0124878048780488
201213,2013,TAPEROA,JURANDI GOUVEIA FARIAS,NAO IRREGULAR,FALSE,261,10250,397,81,68,1,68,137,70,0.204030226700252,0.171284634760705,0.00251889168765743,0.171284634760705,0.345088161209068,0.17632241813602,0.0387317073170732,0.00790243902439024,0.00663414634146341,9.75609756097561e-05,0.00663414634146341,0.0133658536585366,0.00682926829268293
201214,2009,TAVARES,JOSE SEVERIANO DE PAULO BEZERRA DA SILVA,NAO IRREGULAR,FALSE,409,10276,393,22,9,0,9,18,159,0.0559796437659033,0.0229007633587786,0,0.0229007633587786,0.0458015267175573,0.404580152671756,0.0382444530945893,0.00214091086025691,0.000875827170105099,0,0.000875827170105099,0.0017516543402102,0.0154729466718568
201214,2013,TAVARES,AILTON NIXON SUASSUNA PORTO,NAO IRREGULAR,TRUE,409,10276,373,6,31,4,67,102,14,0.0160857908847185,0.0831099195710456,0.0107238605898123,0.179624664879357,0.273458445040214,0.0375335120643432,0.0362981704943558,0.000583884780070066,0.00301673803036201,0.000389256520046711,0.00652004671078241,0.00992604126119112,0.00136239782016349
201215,2009,TEIXEIRA,WENCESLAU SOUZA MARQUES,NAO IRREGULAR,TRUE,316,9719,810,78,31,0,34,65,217,0.0962962962962963,0.0382716049382716,0,0.0419753086419753,0.0802469135802469,0.267901234567901,0.0833419076036629,0.00802551702850087,0.00318962856260932,0,0.00349830229447474,0.00668793085708406,0.0223273999382653
201215,2013,TEIXEIRA,EDMILSON ALVES DOS REIS,NAO IRREGULAR,TRUE,316,9719,438,64,48,0,70,118,29,0.146118721461187,0.10958904109589,0,0.159817351598174,0.269406392694064,0.0662100456621005,0.0450663648523511,0.00658503961312892,0.00493877970984669,0,0.00720238707685976,0.0121411667867065,0.00298384607469904
201216,2009,TENORIO,DENILTON GUEDES ALVES,NAO IRREGULAR,FALSE,248,2271,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000440334654337296,0,0,0,0,0,0
201216,2013,TENORIO,EVILAZIO DE ARAUJO SOUTO,NAO IRREGULAR,FALSE,248,2271,178,21,13,0,14,27,17,0.117977528089888,0.0730337078651685,0,0.0786516853932584,0.151685393258427,0.0955056179775281,0.0783795684720388,0.00924702774108322,0.00572435050638485,0,0.00616468516072215,0.011889035667107,0.00748568912373404
201217,2009,TRIUNFO,ITAMAR MANGUEIRA DE SOUSA,NAO IRREGULAR,FALSE,509,7332,492,2,0,0,0,0,251,0.0040650406504065,0,0,0,0,0.510162601626016,0.0671031096563011,0.000272776868521549,0,0,0,0,0.0342334969994544
201217,2013,TRIUNFO,DAMISIO MANGUEIRA DA SILVA,NAO IRREGULAR,FALSE,509,7332,276,23,19,0,19,38,6,0.0833333333333333,0.0688405797101449,0,0.0688405797101449,0.13768115942029,0.0217391304347826,0.0376432078559738,0.00313693398799782,0.00259138025095472,0,0.00259138025095472,0.00518276050190944,0.000818330605564648
201218,2009,UIRAUNA,GLORIA GEANE DE OLIVEIRA FERNANDES,NAO IRREGULAR,FALSE,480,10741,464,17,0,0,0,0,221,0.0366379310344828,0,0,0,0,0.476293103448276,0.0431989572665487,0.00158272041709338,0,0,0,0,0.0205753654222139
201218,2013,UIRAUNA,JOAO BOSCO NONATO FERNANDES,NAO IRREGULAR,FALSE,480,10741,209,29,22,1,38,61,5,0.138755980861244,0.105263157894737,0.00478468899521531,0.181818181818182,0.291866028708134,0.0239234449760766,0.019458151010148,0.0026999348291593,0.00204822642212085,9.3101201005493e-05,0.00353784563820873,0.00567917326133507,0.000465506005027465
201219,2009,UMBUZEIRO,ANTONIO FERNANDES DE LIMA,NAO IRREGULAR,FALSE,205,5804,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000172294968986906,0,0,0,0,0,0
201219,2013,UMBUZEIRO,THIAGO PESSOA CAMELO,NAO IRREGULAR,FALSE,205,5804,217,58,1,0,1,2,10,0.267281105990783,0.00460829493087558,0,0.00460829493087558,0.00921658986175115,0.0460829493087558,0.0373880082701585,0.00999310820124052,0.000172294968986906,0,0.000172294968986906,0.000344589937973811,0.00172294968986906
201220,2009,VARZEA,JOSE IVALDO DE MORAIS,NAO IRREGULAR,FALSE,291,2048,270,25,17,0,27,44,74,0.0925925925925926,0.062962962962963,0,0.1,0.162962962962963,0.274074074074074,0.1318359375,0.01220703125,0.00830078125,0,0.01318359375,0.021484375,0.0361328125
201220,2013,VARZEA,JOSE IVALDO DE MORAIS,NAO IRREGULAR,FALSE,291,2048,204,18,47,0,50,97,1,0.0882352941176471,0.230392156862745,0,0.245098039215686,0.475490196078431,0.00490196078431373,0.099609375,0.0087890625,0.02294921875,0,0.0244140625,0.04736328125,0.00048828125
201221,2009,VIEIROPOLIS,MARCOS PEREIRA DE OLIVEIRA,NAO IRREGULAR,FALSE,471,4535,608,29,66,0,89,155,155,0.0476973684210526,0.108552631578947,0,0.146381578947368,0.254934210526316,0.254934210526316,0.13406835722161,0.00639470782800441,0.0145534729878721,0,0.0196251378169791,0.0341786108048512,0.0341786108048512
201221,2013,VIEIROPOLIS,ANTONIO CEZAR BRAGA,NAO IRREGULAR,FALSE,471,4535,320,36,29,1,41,71,3,0.1125,0.090625,0.003125,0.128125,0.221875,0.009375,0.0705622932745314,0.00793825799338478,0.00639470782800441,0.000220507166482911,0.00904079382579934,0.0156560088202867,0.000661521499448732
201222,2009,VISTA SERRANA,JURANDY ARAUJO DA SILVA,NAO IRREGULAR,FALSE,369,2430,343,6,11,0,16,27,202,0.0174927113702624,0.032069970845481,0,0.0466472303206997,0.0787172011661808,0.588921282798834,0.141152263374486,0.00246913580246914,0.00452674897119342,0,0.0065843621399177,0.0111111111111111,0.0831275720164609
201222,2013,VISTA SERRANA,JURANDY ARAUJO DA SILVA,NAO IRREGULAR,FALSE,369,2430,243,11,46,0,47,93,5,0.0452674897119342,0.189300411522634,0,0.193415637860082,0.382716049382716,0.0205761316872428,0.1,0.00452674897119342,0.0189300411522634,0,0.0193415637860082,0.0382716049382716,0.00205761316872428
201223,2009,ZABELE,IRIS DE CEU DE SOUSA HENRIQUE,NAO IRREGULAR,FALSE,333,1695,173,13,0,0,0,0,110,0.0751445086705202,0,0,0,0,0.635838150289017,0.102064896755162,0.00766961651917404,0,0,0,0,0.0648967551622419
201223,2013,ZABELE,IRIS DE CEU DE SOUSA HENRIQUE,NAO IRREGULAR,FALSE,333,1695,70,5,7,0,9,16,9,0.0714285714285714,0.1,0,0.128571428571429,0.228571428571429,0.128571428571429,0.0412979351032448,0.00294985250737463,0.00412979351032448,0,0.00530973451327434,0.00943952802359882,0.00530973451327434
