UF;Município;Limite de Gasto Prefeito 1º Turno;Limite de Gasto Prefeito 2º Turno;Limite de Gasto Vereador;Limite Contratação Prefeito;Limite Contratação Vereador;Eleitorado Apto 
SC;TUNÁPOLIS;108039,06;-;10803,91;38;19;3829 
SC;TURVO;108039,06;-;17789,01;101;51;10080 
SC;UNIÃO DO OESTE;108039,06;-;10803,91;27;14;2653 
SC;URUBICI;108039,06;-;20250,92;82;41;8180 
SC;URUPEMA;108039,06;-;10803,91;23;12;2308 
SC;URUSSANGA;108039,06;-;10803,91;173;87;17336 
SC;VARGEÃO;108039,06;-;10803,91;30;15;2960 
SC;VARGEM;108039,06;-;10803,91;30;15;2954 
SC;VARGEM BONITA;108039,06;-;10803,91;44;22;4443 
SC;VIDAL RAMOS;108039,06;-;10803,91;53;27;5303 
SC;VIDEIRA;108039,06;-;34497,48;306;153;36415 
SC;VITOR MEIRELES;108039,06;-;10803,91;45;23;4506 
SC;WITMARSUM;108039,06;-;10803,91;33;17;3340 
SC;XANXERÊ;306577,50;-;40913,62;304;152;33788 
SC;XAVANTINA;108039,06;-;10803,91;36;18;3632 
SC;XAXIM;156185,24;-;13572,08;211;106;21081 
SC;ZORTÉA;108039,06;-;10803,91;28;14;2772 
SE;AMPARO DE SÃO FRANCISCO;108039,06;-;10803,91;26;13;2569 
SE;AQUIDABÃ;108039,06;-;10803,91;152;76;15171 
SE;ARACAJU;3763115,71;1128934,71;163276,59;667;187;397228 
SE;ARAUÁ;108039,06;-;10803,91;90;45;8996 
SE;AREIA BRANCA;108039,06;-;10803,91;129;65;12884 
SE;BARRA DOS COQUEIROS;108039,06;-;10803,91;200;100;20023 
SE;BOQUIM;108039,06;-;16751,86;202;101;20197 
SE;BREJO GRANDE;108039,06;-;10803,91;63;32;6319 
SE;CAMPO DO BRITO;268191,60;-;10803,91;138;69;13790 
SE;CANHOBA;108039,06;-;10803,91;41;21;4141 
SE;CANINDÉ DE SÃO FRANCISCO;362425,60;-;27301,08;224;112;22394 
SE;CAPELA;229074,12;-;10803,91;239;120;23913 
SE;CARIRA;108039,06;-;10803,91;161;81;16138 
SE;CARMÓPOLIS;202535,06;-;10803,91;134;67;13398 
SE;CEDRO DE SÃO JOÃO;108039,06;-;10803,91;49;25;4930 
SE;CRISTINÁPOLIS;108039,06;-;10803,91;128;64;12803 
SE;CUMBE;108039,06;-;10803,91;38;19;3803 
SE;DIVINA PASTORA;108039,06;-;56344,82;37;19;3673 
SE;ESTÂNCIA;215445,68;-;36348,28;316;158;45834 
SE;FEIRA NOVA;108039,06;-;10803,91;54;27;5369 
SE;FREI PAULO;108039,06;-;10803,91;118;59;11811 
SE;GARARU;108039,06;-;10803,91;86;43;8558 
SE;GENERAL MAYNARD;108039,06;-;10803,91;25;13;2541 
SE;GRACCHO CARDOSO;108039,06;-;10803,91;55;28;5514 
SE;ILHA DAS FLORES;161002,48;-;10803,91;70;35;7030 
SE;INDIAROBA;250561,55;-;30153,62;116;58;11641 
SE;ITABAIANA;231858,20;-;65666,43;335;168;64527 
SE;ITABAIANINHA;108039,06;-;10803,91;276;138;27626 
SE;ITABI;108039,06;-;10803,91;44;22;4381 
SE;ITAPORANGA D'AJUDA;108039,06;-;22209,72;249;125;24924 
SE;JAPARATUBA;395886,48;-;20732,04;136;68;13573 
SE;JAPOATÃ;108039,06;-;10803,91;102;51;10246 
SE;LAGARTO;303157,42;-;17275,26;340;170;70191 
SE;LARANJEIRAS;240159,54;-;20072,48;210;105;20985 
SE;MACAMBIRA;108039,06;-;10803,91;60;30;5994 
SE;MALHADA DOS BOIS;108039,06;-;10803,91;37;19;3712 
SE;MALHADOR;108039,06;-;10803,91;92;46;9235 
SE;MARUIM;108039,06;-;10803,91;119;60;11885 
SE;MOITA BONITA;108039,06;-;10803,91;90;45;8960 
SE;MONTE ALEGRE DE SERGIPE;108039,06;-;10803,91;108;54;10750 
SE;MURIBECA;108039,06;-;10803,91;66;33;6608 
SE;NEÓPOLIS;108039,06;-;15018,71;139;70;13859 
SE;NOSSA SENHORA APARECIDA;108039,06;-;10803,91;68;34;6835 
SE;NOSSA SENHORA DA GLÓRIA;228073,14;-;14323,85;251;126;25072 
SE;NOSSA SENHORA DAS DORES;108039,06;-;10803,91;191;96;19082 
SE;NOSSA SENHORA DE LOURDES;108039,06;-;10803,91;55;28;5495 
SE;NOSSA SENHORA DO SOCORRO;256317,46;-;26272,35;370;185;100434 
SE;PACATUBA;108039,06;-;10803,91;109;55;10863 
SE;PEDRA MOLE;108039,06;-;10803,91;31;16;3076 
SE;PEDRINHAS;108039,06;-;10803,91;73;37;7297 
SE;PINHÃO;108039,06;-;10803,91;52;26;5238 
SE;PIRAMBU;206523,85;-;15122,08;75;38;7514 
SE;POÇO REDONDO;108039,06;-;10803,91;191;96;19117 
SE;POÇO VERDE;108039,06;-;19155,30;178;89;17833 
SE;PORTO DA FOLHA;108039,06;-;16259,35;216;108;21570 
SE;PROPRIÁ;108039,06;-;10803,91;196;98;19649 
SE;RIACHÃO DO DANTAS;218173,31;-;20625,45;160;80;16003 
SE;RIACHUELO;108039,06;-;10803,91;76;38;7647 
SE;RIBEIRÓPOLIS;108039,06;-;10803,91;136;68;13551 
SE;ROSÁRIO DO CATETE;270643,19;-;10803,91;82;41;8249 
SE;SALGADO;108039,06;-;10803,91;149;75;14854 
SE;SANTA LUZIA DO ITANHY;108039,06;-;10803,91;105;53;10471 
SE;SANTA ROSA DE LIMA;108039,06;-;10803,91;38;19;3774 
SE;SANTANA DO SÃO FRANCISCO;108039,06;-;10803,91;55;28;5473 
SE;SANTO AMARO DAS BROTAS;108039,06;-;10803,91;86;43;8585 
SE;SÃO CRISTÓVÃO;244526,05;-;16628,15;323;162;53218 
SE;SÃO DOMINGOS;108039,06;-;10803,91;80;40;7993 
SE;SÃO FRANCISCO;108039,06;-;10803,91;35;18;3493 
SE;SÃO MIGUEL DO ALEIXO;108039,06;-;10803,91;38;19;3786 
SE;SIMÃO DIAS;108039,06;-;25519,64;303;152;33054 
SE;SIRIRI;108039,06;-;10803,91;63;32;6282 
SE;TELHA;108039,06;-;10803,91;32;16;3185 
SE;TOBIAS BARRETO;162649,70;-;34271,68;306;153;36473 
SE;TOMAR DO GERU;108039,06;-;10803,91;97;49;9734 
SE;UMBAÚBA;108039,06;-;10803,91;174;87;17352 
SP;ADAMANTINA;108039,06;-;10803,91;278;139;27751 
SP;ADOLFO;108039,06;-;10803,91;43;22;4318 
SP;AGUAÍ;249884,38;-;18864,47;249;125;24886 
SP;ÁGUAS DA PRATA;108039,06;-;10803,91;65;33;6450 
SP;ÁGUAS DE LINDÓIA;149639,35;-;10803,91;143;72;14294 
SP;ÁGUAS DE SANTA BÁRBARA;108039,06;-;10803,91;52;26;5237 
SP;ÁGUAS DE SÃO PEDRO;108039,06;-;10803,91;37;19;3707 
SP;AGUDOS;108039,06;-;61406,41;295;148;29502 
SP;ALAMBARI;108039,06;-;10803,91;46;23;4612 
SP;ALFREDO MARCONDES;108039,06;-;10803,91;39;20;3916 
SP;ALTAIR;136713,74;-;10803,91;33;17;3284 
SP;ALTINÓPOLIS;169634,65;-;14870,66;134;67;13376 
SP;ALTO ALEGRE;108039,06;-;10803,91;39;20;3852 
SP;ALUMÍNIO;255189,53;-;34365,52;147;74;14739 
SP;ÁLVARES FLORENCE;108039,06;-;10803,91;43;22;4277 
SP;ÁLVARES MACHADO;108039,06;-;10803,91;181;91;18138 
SP;ÁLVARO DE CARVALHO;108039,06;-;10803,91;33;17;3322 
SP;ALVINLÂNDIA;108039,06;-;10803,91;29;15;2899 
SP;AMERICANA;1121096,32;-;45650,29;441;221;171182 
SP;AMÉRICO BRASILIENSE;108039,06;-;22349,80;271;136;27128 
SP;AMÉRICO DE CAMPOS;108039,06;-;10803,91;49;25;4879 
SP;AMPARO;243791,56;-;54241,60;323;162;53275 
SP;ANALÂNDIA;108039,06;-;10803,91;45;23;4454 
SP;ANDRADINA;139614,09;-;27735,93;314;157;44097 
SP;ANGATUBA;155968,93;-;10803,91;178;89;17778 
SP;ANHEMBI;108039,06;-;10803,91;62;31;6162 
SP;ANHUMAS;108039,06;-;10803,91;35;18;3474 
SP;APARECIDA;152703,09;-;10803,91;294;147;29429 
SP;APARECIDA D'OESTE;108039,06;-;10803,91;41;21;4073 
SP;APIAÍ;108039,06;-;10803,91;207;104;20668 
SP;ARAÇARIGUAMA;403557,65;-;23821,62;155;78;15515 
SP;ARAÇATUBA;2441717,05;-;116124,68;412;206;142493 
SP;ARAÇOIABA DA SERRA;108039,06;-;10803,91;233;117;23251 
SP;ARAMINA;108039,06;-;21923,96;47;24;4709 
SP;ARANDU;108039,06;-;10803,91;58;29;5796 
SP;ARAPEÍ;108039,06;-;10803,91;26;13;2571 
SP;ARARAQUARA;2241087,47;-;124503,94;434;217;163816 
SP;ARARAS;689719,77;-;46400,78;366;183;95984 
SP;ARCO-ÍRIS;108039,06;-;10803,91;22;11;2241 
SP;AREALVA;108039,06;-;10803,91;65;33;6519 
SP;AREIAS;108039,06;-;10803,91;35;18;3524 
SP;AREIÓPOLIS;108039,06;-;10803,91;89;45;8914 
SP;ARIRANHA;108039,06;-;10803,91;75;38;7520 
SP;ARTUR NOGUEIRA;180607,23;-;13469,96;305;153;34715 
SP;ARUJÁ;627779,34;-;35117,94;335;168;64608 
SP;ASPÁSIA;108039,06;-;10803,91;19;10;1905 
SP;ASSIS;208896,85;-;28518,54;340;170;70450 
SP;ATIBAIA;529365,99;-;38791,92;375;188;104909 
SP;AURIFLAMA;108039,06;-;19606,64;115;58;11532 
SP;AVAÍ;108039,06;-;10803,91;44;22;4383 
SP;AVANHANDAVA;108039,06;-;10803,91;78;39;7819 
SP;AVARÉ;108039,06;-;39386,01;334;167;64274 
SP;BADY BASSITT;108039,06;-;10803,91;122;61;12175 
SP;BALBINOS;108039,06;-;10803,91;16;8;1571 
SP;BÁLSAMO;108039,06;-;10803,91;71;36;7143 
SP;BANANAL;108039,06;-;10803,91;87;44;8691 
SP;BARÃO DE ANTONINA;108039,06;-;10803,91;27;14;2664 
SP;BARBOSA;108039,06;-;10803,91;56;28;5582 
SP;BARIRI;108039,06;-;10803,91;247;124;24662 
SP;BARRA BONITA;108039,06;-;24044,14;301;151;30510 
SP;BARRA DO CHAPÉU;159175,87;-;10803,91;48;24;4830 
SP;BARRA DO TURVO;184742,33;-;32612,94;74;37;7442 
SP;BARRETOS;270898,90;-;36539,45;356;178;85823 
SP;BARRINHA;108039,06;-;31287,94;232;116;23165 
SP;BARUERI;3470911,64;1041273,49;155698,59;515;258;245042 
SP;BASTOS;108039,06;-;10803,91;174;87;17362 
SP;BATATAIS;151854,26;-;23012,31;313;157;43030 
SP;BAURU;533142,74;159942,82;150331,85;533;267;263470 
SP;BEBEDOURO;263192,37;-;26956,50;328;164;58141 
SP;BENTO DE ABREU;108039,06;-;10803,91;22;11;2234 
SP;BERNARDINO DE CAMPOS;108039,06;-;10803,91;86;43;8629 
SP;BERTIOGA;671376,26;-;39903,68;311;156;41315 
SP;BILAC;108039,06;-;10803,91;62;31;6163 
SP;BIRIGUI;710809,22;-;28027,13;352;176;81971 
SP;BIRITIBA MIRIM;108039,06;-;26108,76;236;118;23615 
SP;BOA ESPERANÇA DO SUL;108039,06;-;15068,90;102;51;10249 
SP;BOCAINA;108039,06;-;10803,91;89;45;8947 
SP;BOFETE;108039,06;-;10803,91;85;43;8492 
SP;BOITUVA;108039,06;-;14150,69;310;155;39847 
SP;BOM JESUS DOS PERDÕES;191053,46;-;10803,91;158;79;15796 
SP;BOM SUCESSO DE ITARARÉ;108039,06;-;10803,91;34;17;3376 
SP;BORÁ;108039,06;-;10803,91;12;6;1214 
SP;BORACÉIA;108039,06;-;10803,91;38;19;3768 
SP;BORBOREMA;108039,06;-;10803,91;114;57;11411 
SP;BOREBI;108039,06;-;10803,91;22;11;2215 
SP;BOTUCATU;619886,98;-;52574,05;368;184;98134 
SP;BRAGANÇA PAULISTA;713549,60;-;62250,94;392;196;121942 
SP;BRAÚNA;108039,06;-;10803,91;43;22;4255 
SP;BREJO ALEGRE;108039,06;-;10803,91;26;13;2600 
SP;BRODOWSKI;222182,75;-;10803,91;160;80;16015 
SP;BROTAS;108039,06;-;10803,91;182;91;18234 
SP;BURI;108039,06;-;16277,61;151;76;15100 
SP;BURITAMA;108039,06;-;10803,91;129;65;12893 
SP;BURITIZAL;108039,06;-;10803,91;36;18;3645 
SP;CABRÁLIA PAULISTA;108039,06;-;10803,91;42;21;4209 
SP;CABREÚVA;306556,85;-;26978,72;303;152;33251 
SP;CAÇAPAVA;372288,27;-;27894,03;340;170;69720 
SP;CACHOEIRA PAULISTA;204042,01;-;17921,33;250;125;24971 
SP;CACONDE;139593,49;-;16162,41;147;74;14704 
SP;CAFELÂNDIA;176474,84;-;10803,91;136;68;13576 
SP;CAIABU;108039,06;-;10803,91;37;19;3699 
SP;CAIEIRAS;333989,36;-;164440,62;336;168;65514 
SP;CAIUÁ;108039,06;-;10803,91;42;21;4152 
SP;CAJAMAR;538907,12;-;62940,76;328;164;57754 
SP;CAJATI;184658,08;-;49817,55;235;118;23469 
SP;CAJOBI;108039,06;-;10803,91;83;42;8270 
SP;CAJURU;108039,06;-;10803,91;189;95;18942 
SP;CAMPINA DO MONTE ALEGRE;108039,06;-;10803,91;48;24;4756 
SP;CAMPINAS;4456105,13;1336831,54;274165,46;1092;546;822044 
SP;CAMPO LIMPO PAULISTA;494210,70;-;46127,63;330;165;60203 
SP;CAMPOS DO JORDÃO;200699,88;-;23960,92;309;155;39237 
SP;CAMPOS NOVOS PAULISTA;108039,06;-;10803,91;40;20;3999 
SP;CANANÉIA;261276,40;-;19264,21;103;52;10259 
SP;CANAS;108039,06;-;10803,91;39;20;3904 
SP;CÂNDIDO MOTA;108039,06;-;14011,56;248;124;24770 
SP;CÂNDIDO RODRIGUES;108039,06;-;10803,91;26;13;2605 
SP;CANITAR;108039,06;-;10803,91;40;20;3966 
SP;CAPÃO BONITO;165481,56;-;14770,58;307;154;37070 
SP;CAPELA DO ALTO;108039,06;-;10803,91;133;67;13255 
SP;CAPIVARI;365289,90;-;32398,06;306;153;36468 
SP;CARAGUATATUBA;570909,33;-;92650,90;355;178;84624 
SP;CARAPICUÍBA;1245894,09;373768,23;130464,37;555;278;284817 
SP;CARDOSO;108039,06;-;10803,91;104;52;10413 
SP;CASA BRANCA;108039,06;-;10803,91;210;105;21008 
SP;CÁSSIA DOS COQUEIROS;108039,06;-;10803,91;30;15;3047 
SP;CASTILHO;108039,06;-;19912,63;145;73;14543 
SP;CATANDUVA;1065336,57;-;30001,70;357;179;86834 
SP;CATIGUÁ;108039,06;-;10803,91;60;30;6012 
SP;CEDRAL;108039,06;-;15233,71;69;35;6878 
SP;CERQUEIRA CÉSAR;108039,06;-;16500,51;147;74;14688 
SP;CERQUILHO;108039,06;-;20359,02;302;151;31557 
SP;CESÁRIO LANGE;108039,06;-;10803,91;120;60;12028 
SP;CHARQUEADA;108039,06;-;10803,91;129;65;12857 
SP;CHAVANTES;108039,06;-;10803,91;97;49;9740 
SP;CLEMENTINA;108039,06;-;10803,91;55;28;5517 
SP;COLINA;108039,06;-;10803,91;148;74;14836 
SP;COLÔMBIA;108039,06;-;15956,78;60;30;6030 
SP;CONCHAL;188500,83;-;10803,91;204;102;20375 
SP;CONCHAS;108039,06;-;10803,91;139;70;13867 
SP;CORDEIRÓPOLIS;108039,06;-;15036,97;179;90;17934 
SP;COROADOS;108039,06;-;10803,91;42;21;4181 
SP;CORONEL MACEDO;108039,06;-;10803,91;44;22;4447 
SP;CORUMBATAÍ;108039,06;-;10803,91;31;16;3067 
SP;COSMÓPOLIS;108039,06;-;36008,69;316;158;45698 
SP;COSMORAMA;108039,06;-;10803,91;63;32;6297 
SP;COTIA;856124,79;-;322774,65;429;215;158884 
SP;CRAVINHOS;152422,96;-;39002,85;256;128;25563 
SP;CRISTAIS PAULISTA;108039,06;-;10803,91;74;37;7361 
SP;CRUZÁLIA;108039,06;-;10803,91;23;12;2254 
SP;CRUZEIRO;323763,72;-;18377,10;330;165;59535 
SP;CUBATÃO;595314,82;-;61238,80;367;184;97388 
SP;CUNHA;108039,06;-;10803,91;198;99;19765 
SP;DESCALVADO;108039,06;-;10803,91;252;126;25221 
SP;DIADEMA;2031867,26;609560,18;165499,23;601;301;330918 
SP;DIRCE REIS;108039,06;-;10803,91;17;9;1685 
SP;DIVINOLÂNDIA;108039,06;-;10803,91;101;51;10123 
SP;DOBRADA;108039,06;-;10803,91;59;30;5859 
SP;DOIS CÓRREGOS;108039,06;-;10803,91;191;96;19081 
SP;DOLCINÓPOLIS;108039,06;-;10803,91;24;12;2417 
SP;DOURADO;108039,06;-;10803,91;76;38;7572 
SP;DRACENA;266837,15;-;10803,91;304;152;34336 
SP;DUARTINA;108039,06;-;10803,91;103;52;10276 
SP;DUMONT;108039,06;-;10803,91;69;35;6925 
SP;ECHAPORÃ;108039,06;-;10803,91;54;27;5352 
SP;ELDORADO;148398,73;-;21397,96;119;60;11911 
SP;ELIAS FAUSTO;108039,06;-;10803,91;135;68;13517 
SP;ELISIÁRIO;108039,06;-;10803,91;28;14;2802 
SP;EMBAÚBA;108039,06;-;10803,91;26;13;2611 
SP;EMBU DAS ARTES;1369243,76;-;298154,12;438;219;168051 
SP;EMBU-GUAÇU;297407,80;-;31619,82;323;162;52752 
SP;EMILIANÓPOLIS;108039,06;-;10803,91;27;14;2733 
SP;ENGENHEIRO COELHO;108039,06;-;10803,91;132;66;13157 
SP;ESPÍRITO SANTO DO PINHAL;166369,50;-;10803,91;304;152;34273 
SP;ESPÍRITO SANTO DO TURVO;108039,06;-;10803,91;36;18;3561 
SP;ESTIVA GERBI;108039,06;-;10803,91;86;43;8574 
SP;ESTRELA DO NORTE;108039,06;-;10803,91;27;14;2725 
SP;ESTRELA D'OESTE;108039,06;-;10803,91;71;36;7100 
SP;EUCLIDES DA CUNHA PAULISTA;108039,06;-;10803,91;79;40;7859 
SP;FARTURA;108039,06;-;10803,91;132;66;13153 
SP;FERNANDO PRESTES;108039,06;-;10803,91;51;26;5058 
SP;FERNANDÓPOLIS;746110,47;-;27739,31;321;161;51321 
SP;FERNÃO;108039,06;-;10803,91;17;9;1655 
SP;FERRAZ DE VASCONCELOS;308801,53;-;60688,48;395;198;124774 
SP;FLORA RICA;108039,06;-;10803,91;19;10;1885 
SP;FLOREAL;108039,06;-;10803,91;29;15;2862 
SP;FLÓRIDA PAULISTA;108039,06;-;53879,82;85;43;8451 
SP;FLORÍNEA;108039,06;-;10803,91;29;15;2894 
SP;FRANCA;363371,25;109011,38;58784,55;502;251;231871 
SP;FRANCISCO MORATO;188018,13;-;42146,88;388;194;117890 
SP;FRANCO DA ROCHA;870961,87;-;118583,51;368;184;97911 
SP;GABRIEL MONTEIRO;108039,06;-;10803,91;27;14;2687 
SP;GÁLIA;108039,06;-;10803,91;56;28;5571 
SP;GARÇA;108039,06;-;27791,08;305;153;35138 
SP;GASTÃO VIDIGAL;108039,06;-;10803,91;34;17;3375 
SP;GAVIÃO PEIXOTO;108039,06;-;10803,91;39;20;3928 
SP;GENERAL SALGADO;108039,06;-;10803,91;90;45;8999 
SP;GETULINA;108039,06;-;10803,91;85;43;8529 
SP;GLICÉRIO;108039,06;-;10803,91;43;22;4283 
SP;GUAIÇARA;108039,06;-;10803,91;86;43;8628 
SP;GUAIMBÉ;108039,06;-;10803,91;48;24;4780 
SP;GUAÍRA;177476,96;-;91372,93;299;150;29903 
SP;GUAPIAÇU;225105,42;-;10803,91;141;71;14140 
SP;GUAPIARA;108039,06;-;10803,91;159;80;15894 
SP;GUARÁ;108039,06;-;21743,02;152;76;15219 
SP;GUARAÇAÍ;108039,06;-;10803,91;70;35;6966 
SP;GUARACI;108039,06;-;10803,91;87;44;8747 
SP;GUARANI D'OESTE;108039,06;-;10803,91;18;9;1753 
SP;GUARANTÃ;108039,06;-;10803,91;56;28;5608 
SP;GUARARAPES;198229,07;-;14368,43;251;126;25128 
SP;GUARAREMA;178484,15;-;13629,28;239;120;23867 
SP;GUARATINGUETÁ;471850,40;-;27521,56;361;181;90858 
SP;GUAREÍ;108039,06;-;10803,91;89;45;8908 
SP;GUARIBA;108039,06;-;17275,44;285;143;28503 
SP;GUARUJÁ;1300950,50;390285,15;189852,07;496;248;225501 
SP;GUARULHOS;4631021,13;1389306,34;615912,82;1173;587;902720 
SP;GUATAPARÁ;108039,06;-;10803,91;56;28;5560 
SP;GUZOLÂNDIA;108039,06;-;10803,91;39;20;3864 
SP;HERCULÂNDIA;108039,06;-;10803,91;73;37;7281 
SP;HOLAMBRA;247207,14;-;10803,91;104;52;10405 
SP;HORTOLÂNDIA;681473,96;-;103305,90;414;207;144192 
SP;IACANGA;108039,06;-;10803,91;80;40;8040 
SP;IACRI;108039,06;-;10803,91;55;28;5475 
SP;IARAS;108039,06;-;10803,91;44;22;4383 
SP;IBATÉ;391499,52;-;10803,91;243;122;24314 
SP;IBIRÁ;108039,06;-;46082,38;88;44;8757 
SP;IBIRAREMA;108039,06;-;10803,91;50;25;4980 
SP;IBITINGA;108039,06;-;26781,82;312;156;42464 
SP;IBIÚNA;108039,06;-;25708,16;329;165;59448 
SP;ICÉM;108039,06;-;10803,91;67;34;6747 
SP;IEPÊ;108039,06;-;10803,91;63;32;6300 
SP;IGARAÇU DO TIETÊ;108039,06;-;10803,91;188;94;18797 
SP;IGARAPAVA;296200,00;-;38395,15;220;110;22033 
SP;IGARATÁ;108039,06;-;10803,91;84;42;8370 
SP;IGUAPE;493274,56;-;41357,17;231;116;23107 
SP;ILHA COMPRIDA;359353,51;-;25274,21;109;55;10895 
SP;ILHA SOLTEIRA;214737,92;-;19326,63;217;109;21657 
SP;ILHABELA;272924,74;-;10803,91;234;117;23409 
SP;INDAIATUBA;570817,76;-;87803,83;425;213;154634 
SP;INDIANA;108039,06;-;10803,91;44;22;4443 
SP;INDIAPORÃ;108039,06;-;10803,91;34;17;3378 
SP;INÚBIA PAULISTA;108039,06;-;10803,91;32;16;3214 
SP;IPAUSSU;108039,06;-;10803,91;109;55;10944 
SP;IPERÓ;136844,39;-;10803,91;188;94;18810 
SP;IPEÚNA;108039,06;-;10803,91;51;26;5136 
SP;IPIGUÁ;108039,06;-;10803,91;42;21;4242 
SP;IPORANGA;108039,06;-;10803,91;37;19;3668 
SP;IPUÃ;159817,62;-;10803,91;109;55;10941 
SP;IRACEMÁPOLIS;108039,06;-;10803,91;165;83;16495 
SP;IRAPUÃ;108039,06;-;10803,91;57;29;5732 
SP;IRAPURU;108039,06;-;10803,91;55;28;5494 
SP;ITABERÁ;108039,06;-;10803,91;142;71;14198 
SP;ITAÍ;108039,06;-;10803,91;171;86;17087 
SP;ITAJOBI;108039,06;-;10803,91;126;63;12557 
SP;ITAJU;108039,06;-;10803,91;33;17;3264 
SP;ITANHAÉM;241795,91;-;83872,44;344;172;73882 
SP;ITAOCA;108039,06;-;10803,91;32;16;3177 
SP;ITAPECERICA DA SERRA;476084,47;-;70111,34;383;192;113325 
SP;ITAPETININGA;196092,19;-;40239,49;377;189;107012 
SP;ITAPEVA;549911,14;-;75984,46;339;170;69478 
SP;ITAPEVI;1363017,29;-;94319,32;416;208;145972 
SP;ITAPIRA;425853,13;-;23192,29;326;163;55838 
SP;ITAPIRAPUÃ PAULISTA;108039,06;-;10803,91;33;17;3347 
SP;ITÁPOLIS;140514,47;-;48710,44;301;151;31389 
SP;ITAPORANGA;108039,06;-;10803,91;116;58;11560 
SP;ITAPUÍ;108039,06;-;10803,91;91;46;9128 
SP;ITAPURA;108039,06;-;10803,91;41;21;4050 
SP;ITAQUAQUECETUBA;1391280,96;417384,29;80909,54;493;247;223323 
SP;ITARARÉ;445720,57;-;19456,91;307;154;37098 
SP;ITARIRI;108039,06;-;10803,91;100;50;9958 
SP;ITATIBA;381662,03;-;36895,50;347;174;77171 
SP;ITATINGA;108039,06;-;33457,89;143;72;14263 
SP;ITIRAPINA;108039,06;-;10803,91;95;48;9531 
SP;ITIRAPUÃ;108039,06;-;10803,91;51;26;5108 
SP;ITOBI;108039,06;-;10803,91;66;33;6569 
SP;ITU;487402,71;-;62208,67;393;197;122515 
SP;ITUPEVA;484407,74;-;64746,06;308;154;38339 
SP;ITUVERAVA;326269,70;-;45524,30;300;150;30172 
SP;JABORANDI;108039,06;-;10803,91;51;26;5142 
SP;JABOTICABAL;388032,91;-;59317,97;324;162;53746 
SP;JACAREÍ;605430,11;-;109819,25;432;216;162255 
SP;JACI;108039,06;-;10803,91;54;27;5408 
SP;JACUPIRANGA;108039,06;-;10803,91;137;69;13740 
SP;JAGUARIÚNA;732093,29;-;44687,33;307;154;37449 
SP;JALES;176257,01;-;20078,90;308;154;37680 
SP;JAMBEIRO;108039,06;-;10803,91;47;24;4719 
SP;JANDIRA;268454,04;-;57883,82;348;174;77505 
SP;JARDINÓPOLIS;134293,50;-;19170,26;279;140;27906 
SP;JARINU;108039,06;-;10803,91;205;103;20467 
SP;JAÚ;688953,68;-;61020,54;369;185;98930 
SP;JERIQUARA;108039,06;-;10803,91;35;18;3491 
SP;JOANÓPOLIS;108039,06;-;10803,91;95;48;9493 
SP;JOÃO RAMALHO;108039,06;-;10803,91;38;19;3845 
SP;JOSÉ BONIFÁCIO;195790,63;-;10803,91;260;130;26022 
SP;JÚLIO MESQUITA;108039,06;-;10803,91;40;20;3985 
SP;JUMIRIM;108039,06;-;10803,91;24;12;2430 
SP;JUNDIAÍ;2511431,48;753429,44;203980,54;560;280;290278 
SP;JUNQUEIRÓPOLIS;108039,06;-;10803,91;140;70;13989 
SP;JUQUIÁ;108039,06;-;10803,91;174;87;17351 
SP;JUQUITIBA;749062,93;-;16462,85;231;116;23096 
SP;LAGOINHA;108039,06;-;10803,91;56;28;5579 
SP;LARANJAL PAULISTA;108039,06;-;46749,87;209;105;20876 
SP;LAVÍNIA;108039,06;-;10803,91;43;22;4337 
SP;LAVRINHAS;108039,06;-;10803,91;62;31;6171 
SP;LEME;427901,01;-;43547,76;342;171;72298 
SP;LENÇÓIS PAULISTA;210017,85;-;29034,72;317;159;47111 
SP;LIMEIRA;760586,66;228176,00;110151,30;483;242;212581 
SP;LINDÓIA;108039,06;-;10803,91;57;29;5658 
SP;LINS;186034,98;-;10803,91;326;163;56487 
SP;LORENA;404650,41;-;37157,27;334;167;63596 
SP;LOURDES;108039,06;-;10803,91;20;10;1999 
SP;LOUVEIRA;108039,06;-;10803,91;301;151;31037 
SP;LUCÉLIA;108039,06;-;10803,91;150;75;14957 
SP;LUCIANÓPOLIS;108039,06;-;10803,91;21;11;2085 
SP;LUÍS ANTÔNIO;108039,06;-;10803,91;95;48;9458 
SP;LUIZIÂNIA;108039,06;-;10803,91;41;21;4126 
SP;LUPÉRCIO;108039,06;-;10803,91;37;19;3739 
SP;LUTÉCIA;108039,06;-;10803,91;27;14;2657 
SP;MACATUBA;108039,06;-;10803,91;136;68;13574 
SP;MACAUBAL;108039,06;-;10803,91;61;31;6126 
SP;MACEDÔNIA;108039,06;-;10803,91;34;17;3442 
SP;MAGDA;108039,06;-;10803,91;31;16;3079 
SP;MAIRINQUE;354573,42;-;35942,38;307;154;37187 
SP;MAIRIPORÃ;272456,64;-;54190,69;330;165;59946 
SP;MANDURI;108039,06;-;10803,91;74;37;7388 
SP;MARABÁ PAULISTA;108039,06;-;10803,91;35;18;3541 
SP;MARACAÍ;108039,06;-;10803,91;109;55;10917 
SP;MARAPOAMA;108039,06;-;10803,91;27;14;2748 
SP;MARIÁPOLIS;108039,06;-;32027,11;33;17;3348 
SP;MARÍLIA;2244769,17;-;186607,32;439;220;169074 
SP;MARINÓPOLIS;108039,06;-;10803,91;19;10;1916 
