;Ano;Turno;Localidade;Cargo;Nº;Candidato;Nome Urna;Partido / Coligação;Votação;Situação
;2016;1º Turno;CAMPINA GRANDE;Vereador;12345;RODRIGO RAMOS VICTOR;RODRIGO RAMOS;PDT / CAMPINA GRANDE;3.888;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;55123;JOAO CRISOSTONO MOREIRA DANTAS;JOÃO DANTAS;PSD / POR AMOR A CAMPINA I;3.616;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;45456;JOSELITO GERMANO RIBEIRO;JOIA GERMANO;PSDB / POR AMOR A CAMPINA I;3.569;Eleito por média
;2016;1º Turno;CAMPINA GRANDE;Vereador;31555;ALEXANDRE PEREIRA DA SILVA;ALEXANDRE DO SINDICATO;PHS / POR AMOR A CAMPINA I;3.481;Eleito por média
;2016;1º Turno;CAMPINA GRANDE;Vereador;77123;SAULO GONÇALVES NORONHA;SAULO NORONHA;SD / CAMPINA GRANDE;3.276;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;20333;JOSÉ ALDO CABRAL PEREIRA;ALDO CABRAL;PSC / Coligação PTB-PSC - POR AMOR A CAMPINA III;3.178;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;10789;JOSE MARINALDO CARDOSO;MARINALDO;PRB / POR AMOR A CAMPINA II;3.121;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;15333;OLIMPIO OLIVEIRA;DR. OLIMPIO;PMDB / CAMPINA PENSANDO GRANDE II;2.870;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;40040;ANDERSON FILIPI MAIA DE MENEZES;ANDERSON MAIA;PSB / PRA MUDAR CAMPINA I;2.734;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;27999;MARCIO DE MELO FARIAS;MARCIO MELO RODRIGUES;PSDC;2.322;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;70111;JANDUY LEITE FERREIRA;JANDUY FERREIRA;PT do B / PRA MUDAR CAMPINA 2;2.318;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;27200;AFONSO DA SILVA AVELINO;RUI;PSDC;2.261;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;20123;TELES DE ALBUQUERQUE VIANA;TELES ALBUQUERQUE;PSC / Coligação PTB-PSC - POR AMOR A CAMPINA III;2.259;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;35444;ANTONIO LUIZ CABRAL;LULA CABRAL;PMB / POR AMOR A CAMPINA II;2.177;Eleito por média
;2016;1º Turno;CAMPINA GRANDE;Vereador;27222;SAULO MESSIAS GARCIA RIBEIRO;SAULO GERMANO;PSDC;2.096;Eleito por média
;2016;1º Turno;CAMPINA GRANDE;Vereador;28190;JOAO GOMES DE SOUZA NETO;SARGENTO NETO;PRTB / CAMPINA PENSANDO GRANDE II;2.013;Eleito por média
;2016;1º Turno;CAMPINA GRANDE;Vereador;19000;JOSEILDO ALVES DOS SANTOS;GALEGO DO LEITE;PTN;1.932;Eleito por QP
;2016;1º Turno;CAMPINA GRANDE;Vereador;40192;BRUNO LAERT FAUSTINO DE SOUSA;BRUNO FAUSTINO;PSB / PRA MUDAR CAMPINA I;1.921;Eleito por média
;2016;1º Turno;CAMPINA GRANDE;Vereador;54444;LUCIANO BRENO CHAVES PEREIRA;PASTOR LUCIANO BRENO;PPL / Por AMOR CAMPINA IV;1.432;Eleito por QP
;2016;1º Turno;CAPIM;Prefeito;45;TIAGO ROBERTO LISBOA;TIAGO LISBOA;PSDB / FILHOS DE CAPIM;2.454;Eleito
;2016;1º Turno;CAPIM;Vereador;15555;JOSE SOARES DE LIMA;CESAR LUCAS;PMDB / O TRABALHO CONTINUA I;313;Eleito por QP
;2016;1º Turno;CAPIM;Vereador;45444;JOSENILDO FERREIRA DA SILVA;NIL;PSDB / FILHOS DE CAPIM 2;253;Eleito por QP
;2016;1º Turno;CAPIM;Vereador;10123;ALESSANDRO LIMA ARAUJO;ALESSANDRO LIMA;PRB / FILHOS DE CAPIM 3;220;Eleito por QP
;2016;1º Turno;CAPIM;Vereador;11223;JOSE RAMOS DO NASCIMENTO;ZE RAMOS;PP / O TRABALHO CONTINUA II;191;Eleito por QP
;2016;1º Turno;CAPIM;Vereador;45888;MARIA TEREZA PEREIRA CARVALHO;TEREZA CARVALHO;PSDB / FILHOS DE CAPIM 2;183;Eleito por média
;2016;1º Turno;CAPIM;Vereador;15123;ESTANISLAU CHAVES NETO;NETO CHAVES;PMDB / O TRABALHO CONTINUA I;180;Eleito por QP
;2016;1º Turno;CAPIM;Vereador;13333;JOSÉ JOÃO DE BARROS;ZÉ ADAUTO;PT / O TRABALHO CONTINUA I;175;Eleito por QP
;2016;1º Turno;CAPIM;Vereador;40888;JOÃO PAULO CONRADO DO NASCIMENTO;JOÃO PAULO;PSB / O TRABALHO CONTINUA I;164;Eleito por média
;2016;1º Turno;CAPIM;Vereador;55555;MANOEL VELOSO DA SILVA;NECO VELOSO;PSD / FILHOS DE CAPIM 3;144;Eleito por média
;2016;1º Turno;CARAÚBAS;Prefeito;40;JOSE SILVANO FERNANDES DA SILVA;SILVANO DUDU;PSB / COLIGAÇÃO CONSTRUINDO UM NOVO FUTURO;1.734;Eleito
;2016;1º Turno;CARAÚBAS;Vereador;15123;INACIO IRINALDO FILHO;INÁCIO DE NASSÚ;PMDB / CONSTRUINDO UMA NOVA HISTÓRIA;285;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;40111;TOMAZ ARQUINO ALVES BEZERRA;TOMAZ;PSB / COLIGAÇÃO CONSTRUINDO UM NOVO FUTURO;275;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;65111;JOSE RENIVAN NEVES;RENIVAN NEVES;PC do B / CONSTRUINDO UMA NOVA HISTÓRIA;243;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;20611;CLEONEIDE AMARA DE ASSIS FERNANDES;NEIDE;PSC / COLIGAÇÃO CONSTRUINDO UM NOVO FUTURO;242;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;55555;JOSE JOSIMA FERREIRA DA SILVA;BAZOCA;PSD / CONSTRUINDO UMA NOVA HISTÓRIA;230;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;20604;JOSE DE ARIMATÉA FERNANDES;TEINHA DA SAÚDE;PSC / COLIGAÇÃO CONSTRUINDO UM NOVO FUTURO;224;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;40789;JOSE FRANCONERO SILVA DE SOUSA;NERO;PSB / COLIGAÇÃO CONSTRUINDO UM NOVO FUTURO;216;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;15555;NERIVAN ALVARES DE LIMA;NERIVAN;PMDB / CONSTRUINDO UMA NOVA HISTÓRIA;209;Eleito por QP
;2016;1º Turno;CARAÚBAS;Vereador;15999;FABIO PEREIRA DO NASCIMENTO;FABIO PEREIRA;PMDB / CONSTRUINDO UMA NOVA HISTÓRIA;177;Eleito por média
;2016;1º Turno;CARRAPATEIRA;Prefeito;22;MARINEIDIA DA SILVA PEREIRA;MARINEIDE DE DEDE;PR / TRABALHO E PROGRESSO COM O POVO;1.031;Eleito
;2016;1º Turno;CARRAPATEIRA;Vereador;43333;JOSE BATISTA DE ARAUJO NETO;MOACIR;PV / FORTE É O POVO;189;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;25555;CLERISTON VIEIRA FERREIRA DE MENESES;CLERISTON;DEM / TRABALHO E PROGRESSO COM O POVO;188;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;55555;SERAFIM CAVALCANTE PRUDÊNCIO;GALEGO;PSD / FORTE É O POVO;177;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;65555;THUANA PEREIRA SILVA;THUANA;PC do B / TRABALHO E PROGRESSO COM O POVO;170;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;22333;KLEYLSON GALDINO BEZERRA;KLEO;PR / TRABALHO E PROGRESSO COM O POVO;170;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;14123;FRANCISCO BATISTA DE ARAÚJO;NENÊ DE MANEGA;PTB / FORTE É O POVO;148;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;13333;MARCOS ANTONIO TAVARES MENDES;MARCOS DO PT;PT / FORTE É O POVO;148;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;14444;JOSÉ MENDES DE ARAÚJO;ZÉ GATO;PTB / FORTE É O POVO;127;Eleito por QP
;2016;1º Turno;CARRAPATEIRA;Vereador;14789;FRANCISCO ANTÔNIO FERREIRA;CITONIO;PTB / FORTE É O POVO;109;Eleito por média
;2016;1º Turno;CASSERENGUE;Prefeito;45;GENIVAL BENTO DA SILVA;DINDA;PSDB / A ESPERANÇA VAI VENCER DE NOVO;2.387;Eleito
;2016;1º Turno;CASSERENGUE;Vereador;40123;FRANCISCO GREGORIO DE ARAUJO;CHIQUINHO;PSB / UNIDOS PELO POVO;327;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;25555;IONAR ALVES DA SILVA;NANÁ;DEM / UNIDOS PELO POVO;302;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;40000;SUENYA ROSA DE ARAUJO;SUENYA ROSA;PSB / UNIDOS PELO POVO;285;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;25000;VANDERLAN MIRANDA PEREIRA;VANDERLAN MIRANDA;DEM / UNIDOS PELO POVO;276;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;25677;MACIEL SANTOS ALVES;MACIEL;DEM / UNIDOS PELO POVO;235;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;15888;JOSE LUCIELIO DE SOUSA ARAUJO;PEREIRA DE LUCEMAR;PMDB / UNIDOS PELO POVO;228;Eleito por média
;2016;1º Turno;CASSERENGUE;Vereador;45456;GENARIO PEREIRA DA SILVA;GENARIO;PSDB / A ESPERANÇA VAI VENCER DE NOVO;189;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;10789;GILSON RAIMUNDO DA COSTA;GILSON DE GISELE;PRB / A ESPERANÇA VAI VENCER DE NOVO;183;Eleito por QP
;2016;1º Turno;CASSERENGUE;Vereador;45666;BOANERGES DE ARAUJO SILVA;BOANERGES;PSDB / A ESPERANÇA VAI VENCER DE NOVO;175;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Prefeito;15;ODIR PEREIRA BORGES FILHO;DR. ODIR;PMDB / A Hora da Mudança;2.339;Eleito
;2016;1º Turno;CATINGUEIRA;Vereador;15111;SUELDO CAMPOS LEITE;SUELDO;PMDB / Em defesa da Catingueira;332;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;15555;LEOBERTO MARQUES DE SOUZA;LEOBERTO;PMDB / Em defesa da Catingueira;330;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;25800;JOSÉ LEITE DE LUCENA;ZEZITO;DEM / Em defesa da Catingueira;329;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;22222;SEBASTIÃO ALVES DE MORAIS;MORAIS;PR / CATINGUEIRA SEGUE EM FRENTE;322;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;15666;AELSON SOARES LEITE;AELSON;PMDB / Em defesa da Catingueira;262;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;45123;SILVAN GOMES DE OLIVEIRA;SILVAN;PSDB / CATINGUEIRA SEGUE EM FRENTE;256;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;22345;MARTIM LEITE SOARES;MARTIN;PR / CATINGUEIRA SEGUE EM FRENTE;248;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;15000;ELIEDSON SOARES PEREIRA;EDISON;PMDB / Em defesa da Catingueira;245;Eleito por QP
;2016;1º Turno;CATINGUEIRA;Vereador;65555;LINDEILTON LEITE PEREIRA;LINDEILTON;PC do B / Em defesa da Catingueira;241;Eleito por média
;2016;1º Turno;CATOLÉ DO ROCHA;Prefeito;14;LEOMAR BENÍCIO MAIA;LEOMAR BENÍCIO MAIA;PTB / É O POVO DE NOVO;9.757;Eleito
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;14000;CLEVERLANDO DA SILVA BARRETO;CLEVERLANDO BARRETO;PTB / É O POVO DE NOVO;1.381;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;14147;PAULIANNA DE ASSIS MAIA;POPÓ MAIA;PTB / É O POVO DE NOVO;1.119;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;23123;MARCOS BARRETO EVANGELISTA;MARQUINHOS DO LEITE;PPS / É O POVO DE NOVO;1.102;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;22333;THEMISTOCLYS MARINHO BARRETO;THEMISTOCLYS BARRETO;PR / POR UMA NOVA CATOLÉ;1.048;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;45600;CLÁUDIO DE OLIVEIRA COSTA;CLÁUDIO DE SINFRÔNIO;PSDB / É O POVO DE NOVO;984;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;23333;UBIRACI ROCHA;BIRA ROCHA;PPS / É O POVO DE NOVO;948;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;25123;PEDRO PEREIRA DE ARAÚJO;PEDRO PEREIRA;DEM / É O POVO DE NOVO;911;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;25456;GARBER JARDEL CAVALCANTE DINIZ;GARBER BENJAMIN;DEM / É O POVO DE NOVO;710;Eleito por média
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;22003;GERALDO AMÉLIO DE LIMA;GERALDO AMÉLIO;PR / POR UMA NOVA CATOLÉ;674;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;17123;GENTIL LIRA BARRETO;DR. GENTIL;PSL / POR UMA NOVA CATOLÉ;668;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;10888;JOSÉ OTÁVIO MAIA DE VASCONCELOS FILHO;BIZU;PRB / POR UMA NOVA CATOLÉ;610;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;77777;UBANALDO MELO DA SILVA;UBANALDO;SD / POR UMA NOVA CATOLÉ;593;Eleito por QP
;2016;1º Turno;CATOLÉ DO ROCHA;Vereador;70123;JESSE RAFAEL DE FIGUEIREDO;JESSÉ RAFAEL;PT do B / POR UMA NOVA CATOLÉ;583;Eleito por média
;2016;1º Turno;CATURITÉ;Prefeito;55;JOSÉ GERVAZIO DA CRUZ;ZÉ JOÃO;PSD / COM A FORÇA DO POVO;2.194;Eleito
;2016;1º Turno;CATURITÉ;Vereador;14222;JOLMÁCIO PEREIRA DE BRITO FILHO;JOLMACIO;PTB / O POVO RECONHECE O POVO CONFIRMA I;311;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;14123;JOSÉ FRANCISCO DE ARAUJO FILHO;ZÉ PICARETE;PTB / O POVO RECONHECE O POVO CONFIRMA I;310;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;14111;IVAMARCIO DE ARAUJO;MARCIO DE INACIO;PTB / O POVO RECONHECE O POVO CONFIRMA I;302;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;55899;ALEXANDRO LAURINDO MOREIRA;ALEXANDRE DO PIPA;PSD / UM NOVO TEMPO I;272;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;31123;MARCIO JUNIOR CORDEIRO DE MELO;MARCIO MOCÓ;PHS / O POVO RECONHECE O POVO CONFIRMA I;238;Eleito por média
;2016;1º Turno;CATURITÉ;Vereador;36000;HALLAN OLYMPIO FRANCISCO DA SILVA;HALLAN OLYMPIO;PTC / UM NOVO TEMPO II;230;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;36555;JOSÉ GALDINO PEREIRA;ZÉ MINEIRO;PTC / UM NOVO TEMPO II;179;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;55456;RILDO DE SOUSA;PROF. RILDO;PSD / UM NOVO TEMPO I;130;Eleito por QP
;2016;1º Turno;CATURITÉ;Vereador;25332;GUTEMBERGUE PEREIRA DE BRITO;BERGUE;DEM;103;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Prefeito;45;JOSÉ IVANILSON SOARES DE LACERDA;NILSON LACERDA;PSDB / O TRABALHO NAO PODE PARAR 1;6.358;Eleito
;2016;1º Turno;CONCEIÇÃO;Vereador;25789;AGNALDO LENICIO MANGUEIRA DINIZ;AGNALDO DINIZ;DEM / O TRABALHO NÃO PODE PARAR;848;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;15000;RONILDO LEITE MANICOBA;NEGO DE SEVI;PMDB / O TRABALHO NÃO PODE PARAR;673;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;40000;IRANILDA SABINO BEZERRA;DIOR SABINO;PSB / A RESPOSTA É DO POVO;665;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;28000;FIDÉLIS RODRIGUES DE LUNA;FIDÉLIS DE DOCA;PRTB / O TRABALHO NÃO PODE PARAR;589;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;45111;FRANCISCO PEREIRA SOBRINHO;NALDIN DE SININ;PSDB / O TRABALHO NÃO PODE PARAR;579;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;45800;SAMUEL SOARES LAVOR DE LACERDA;SAMUEL LACERDA;PSDB / O TRABALHO NÃO PODE PARAR;560;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;45678;RAIMUNDO ALVES DE SOUSA;RAIMUNDO ARAÚJO;PSDB / O TRABALHO NÃO PODE PARAR;524;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;65123;STHERLAN EMANUEL ALVES DE LIRA;STHERLAN;PC do B / A RESPOSTA É DO POVO;500;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;45677;WÉCYA THALITTA LOPES MENESES;THALYTTA DE GERALDO;PSDB / O TRABALHO NÃO PODE PARAR;492;Eleito por média
;2016;1º Turno;CONCEIÇÃO;Vereador;40111;LUIS PAULINO NETO;LUIS PAULINO;PSB / A RESPOSTA É DO POVO;478;Eleito por QP
;2016;1º Turno;CONCEIÇÃO;Vereador;40555;ROBERTO CIRILO VIEIRA;ROBERTO DE CHICÓ;PSB / A RESPOSTA É DO POVO;407;Eleito por QP
;2016;1º Turno;CONDADO;Prefeito;22;CAIO RODRIGO BEZERRA PAIXAO;CAIO PAIXAO;PR / CONDADO QUER O MELHOR;3.107;Eleito
;2016;1º Turno;CONDADO;Vereador;22555;FRANCISCO ARAUJO DA SILVA;FRANCINALDO GATO;PR / CONDADO QUER O MELHOR;421;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;45555;FRANCISCO PEREIRA DOS SANTOS JUNIOR;JUNINHO;PSDB / CONDADO QUER O MELHOR;407;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;22222;LAURO VERCELIO BEZERRA WANDERLEY SEGUNDO;VERCELIO;PR / CONDADO QUER O MELHOR;401;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;55555;ODILON FEITOSA DE QUEIROGA;ODILON;PSD / CONDADO QUER O MELHOR;373;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;25888;JOÃO FERREIRA LINHARES;JOAO LINHARES;DEM / CONDADO QUER O MELHOR;321;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;45565;MARIA APARECIDA WANDERLEY MONTEIRO CAETANO;CIDA CAETANO;PSDB / CONDADO QUER O MELHOR;303;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;15234;ANTONIO PEREIRA MARTINS;TOINHO;PMDB / MUDANÇA, JUVENTUDE E TRABALHO;298;Eleito por QP
;2016;1º Turno;CONDADO;Vereador;20000;MARIA DA LUZ SANTOS;LULU;PSC / CONDADO QUER O MELHOR;261;Eleito por média
;2016;1º Turno;CONDADO;Vereador;15678;FABRIZIA LAYZE LIMA DE OLIVEIRA;FABRÍZIA LIMA;PMDB / MUDANÇA, JUVENTUDE E TRABALHO;259;Eleito por QP
;2016;1º Turno;CONDE;Prefeito;40;MÁRCIA DE FIGUEIREDO LUCENA LIRA;MÁRCIA LUCENA;PSB / A ESPERANÇA NO TRABALHO;6.477;Eleito
;2016;1º Turno;CONDE;Vereador;77777;MALBATAHAN PINTO FILGUEIRAS NETO;MALBA DE JACUMÃ;SD / O TRABALHO VAI VOLTAR II;798;Eleito por QP
;2016;1º Turno;CONDE;Vereador;70222;FERNANDO ANTONIO NEVES DE ARAUJO;FERNANDO ARAÚJO;PT do B / O CONDE NÃO PODE PARAR 2;669;Eleito por QP
;2016;1º Turno;CONDE;Vereador;22100;JOSÉLIO DIONISIO DO NASCIMENTO;JOSÉLIO JOGADOR;PR / O CONDE NÃO PODE PARAR 2;611;Eleito por QP
;2016;1º Turno;CONDE;Vereador;27666;LUZIMAR NUNES DE OLIVEIRA;LUZIMAR;PSDC / O CONDE NÃO PODE PARAR 2;548;Eleito por QP
;2016;1º Turno;CONDE;Vereador;22543;SEVERINO RODRIGUES DA SILVA;PINTA GURUGI;PR / O CONDE NÃO PODE PARAR 2;507;Eleito por QP
;2016;1º Turno;CONDE;Vereador;22400;DANIEL SEVERINO DA SILVA JÚNIOR;DANIEL JÚNIOR;PR / O CONDE NÃO PODE PARAR 2;472;Eleito por média
;2016;1º Turno;CONDE;Vereador;23456;JUSCELINO CORREIA DE ARAÚJO;JUSCELINO;PPS / O CONDE NÃO PODE PARAR 2;460;Eleito por média
;2016;1º Turno;CONDE;Vereador;15123;CARLOS ANDRÉ DE OLIVEIRA SILVA;CARLOS MANGA ROSA;PMDB / O TRABALHO VAI VOLTAR II;379;Eleito por QP
;2016;1º Turno;CONDE;Vereador;13456;EDNALDO BARBOSA DA SILVA;NALDO CELL;PT / A ESPERANÇA NO TRABALHO I;324;Eleito por QP
;2016;1º Turno;CONDE;Vereador;28123;ADRIANO FERREIRA DOS SANTOS;ADRIANO;PRTB / A ESPERANÇA NO TRABALHO I;300;Eleito por QP
;2016;1º Turno;CONDE;Vereador;15555;RICARDO DA SILVA PEREIRA;IRMÃO CACÁ;PMDB / O TRABALHO VAI VOLTAR II;298;Eleito por média
;2016;1º Turno;CONGO;Prefeito;12;JOAQUIM QUIRINO DA SILVA JUNIOR;JUNIOR QUIRINO;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;2.733;Eleito
;2016;1º Turno;CONGO;Vereador;13000;ADERALDO PEREIRA NETTO;DERA;PT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;384;Eleito por QP
;2016;1º Turno;CONGO;Vereador;40456;AGNALDO ALVES MARTINS;TIMOTIO;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;381;Eleito por QP
;2016;1º Turno;CONGO;Vereador;40888;FABIANO FERNANDES DE LAGOS;FABIANO BOLACHA;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;314;Eleito por QP
;2016;1º Turno;CONGO;Vereador;55333;ERIVALDO FARIAS DE QUEIROS;PINGA;PSD / O CONGO É PARA TODOS;273;Eleito por QP
;2016;1º Turno;CONGO;Vereador;12456;SEBASTIAO DA SILVA;SEBASTIAO TICÓ;PDT / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;267;Eleito por QP
;2016;1º Turno;CONGO;Vereador;20123;JUCELIO QUINTANS DA SILVA;JUCELIO QUINTANS;PSC / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;248;Eleito por QP
;2016;1º Turno;CONGO;Vereador;40789;JORGE HUMBERTO QUIRINO HENRIQUE;JORGE BEDEU;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;225;Eleito por QP
;2016;1º Turno;CONGO;Vereador;40000;LENILSON BEZERRA DA SILVA;LENILSON;PSB / COLIGAÇÃO O POVO CADA VEZ MAIS FORTE;222;Eleito por média
;2016;1º Turno;CONGO;Vereador;55000;ADEMIR DE OLIVEIRA;MÍ DE ZECA;PSD / O CONGO É PARA TODOS;218;Eleito por QP
;2016;1º Turno;COREMAS;Prefeito;12;FRANCISCA DA CHAGAS ANDRADE DE OLIVEIRA;CHAGUINHA DE EDILSON;PDT / COREMAS PARA TODOS I;4.640;Eleito
;2016;1º Turno;COREMAS;Vereador;12111;EDNALDO PEREIRA DE OLIVEIRA;EDNALDO;PDT / COREMAS PARA TODOS II;1.089;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;45245;FRANCISCO SERGIO LOPES SILVA;SERGIO LOPES;PSDB / POR AMOR A COREMAS;723;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;20000;JOSE ERIVAN DA SILVA;ZE ERIVAN;PSC / COREMAS PARA TODOS II;648;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;40000;FRANCISCO DA ASSIS CLEMENTINO;ASSIS CLEMENTINO;PSB / COREMAS PARA TODOS II;572;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;77777;MARCUS VINICIUS RAMALHO NOGUEIRA;MARQUINHO DE LUCRENATO;SD / POR AMOR A COREMAS;476;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;15000;JOSE LAEDSON ANDRADE SILVA;DR LAEDSON;PMDB / POR AMOR A COREMAS;456;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;45666;ELTON CLEBER RAMALHO LOPES;ELTON DE DR. ZÉ HILTON;PSDB / POR AMOR A COREMAS;446;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;14111;CLAUDIO ARAÚJO DA SILVA;ENGENHEIRO CLAUDIO;PTB / AO BEM DO POVO, CANDIDATO NOVO.;416;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;51111;REGINALDO CAVALCANTE;DR. NALDINHO;PEN / POR AMOR A COREMAS;398;Eleito por média
;2016;1º Turno;COREMAS;Vereador;22222;JOSE KLEYDISON DA SILVA;KLEYDISON;PR / COREMAS PARA TODOS II;361;Eleito por QP
;2016;1º Turno;COREMAS;Vereador;12000;RONALDO LIMA BATISTA;RONALDO PESCADOR;PDT / COREMAS PARA TODOS II;330;Eleito por QP
;2016;1º Turno;COXIXOLA;Prefeito;25;GIVALDO LIMEIRA DE FARIAS;GIVALDO;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;866;Eleito
;2016;1º Turno;COXIXOLA;Vereador;45333;JOSÉ SEVERINO DE FARIAS;ZÉ DE GUI;PSDB / COLIGAÇÃO UMA NOVA HISTÓRIA PARA COXIXOLA;169;Eleito por QP
;2016;1º Turno;COXIXOLA;Vereador;25625;JOSIMAR RODRIGUES DA CUNHA;JOSIMAR;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;148;Eleito por QP
;2016;1º Turno;COXIXOLA;Vereador;25123;ROBERIO GONÇALVES RIBEIRO;ROBERIO;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;134;Eleito por QP
;2016;1º Turno;COXIXOLA;Vereador;25111;JOSE EDERINALDO DA SILVA MELO;DIDI DO ASSENTAMENTO;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;102;Eleito por QP
;2016;1º Turno;COXIXOLA;Vereador;55555;ADEMI RAMOS DE SOUSA;MIMI;PSD / CONTINUAMOS UNIDOS POR COXIXOLA;94;Eleito por QP
;2016;1º Turno;COXIXOLA;Vereador;25147;VALMIR GONÇALVES AMORIM;VALMIR;DEM / CONTINUAMOS UNIDOS POR COXIXOLA;86;Eleito por QP
