;Ano;Turno;Localidade;Cargo;Nº;Candidato;Nome Urna;Partido / Coligação;Votação;Situação
;2012;1º Turno;Água Branca;Prefeito;40;Tarcisio Alves Firmino;Tarcisio Firmino;PSB / AGUA BRANCA EM PAZ;2533;Eleito
;2012;1º Turno;Água Branca;Prefeito;15;Everton Firmino Batista;Tom;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;2448;Não eleito
;2012;1º Turno;Água Branca;Vereador;15844;Edilson Soares Batista;Cigano;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;499;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;25611;Miraci de Sousa Martins;Mira de Peba;DEM / AGUA BRANCA EM PAZ;433;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;25603;Akacio Pereira de Lima;Kacin da Lagoinha;DEM / AGUA BRANCA EM PAZ;393;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;25678;Jose Vianeis Eufrasio Pereira;Zé Vianey;DEM / AGUA BRANCA EM PAZ;380;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;25555;Pedro Jorge Oliveira Gama;Pedro Jorge;DEM / AGUA BRANCA EM PAZ;376;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;25608;Marluce Pereira Veras;Professora Marluce;DEM / AGUA BRANCA EM PAZ;337;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;15111;Maria do Desterro Souza Oliveira;Maria de Damião Belino;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;333;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;40222;Jose Nery Moura;Nery;PSB / AGUA BRANCA EM PAZ;331;Eleito por QP
;2012;1º Turno;Água Branca;Vereador;40123;Raimundo Mendes da Silva;Nena da Pipoca;PSB / AGUA BRANCA EM PAZ;188;Suplente
;2012;1º Turno;Água Branca;Vereador;25610;Rivonaldo Leonardo da Silva;Rivonaldo Acs;DEM / AGUA BRANCA EM PAZ;174;Suplente
;2012;1º Turno;Água Branca;Vereador;45123;Eilson do Carmo Lima;Eilson de Queno;PSDB / ÁGUA BRANCA UNIDA PARA MUDAR;174;Eleito por média
;2012;1º Turno;Água Branca;Vereador;15610;Antonio Caldeira do Santos;Antonio Caldeira;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;157;Suplente
;2012;1º Turno;Água Branca;Vereador;25999;Edson Raimundo da Silva;Edson Raimundo;DEM / AGUA BRANCA EM PAZ;156;Suplente
;2012;1º Turno;Água Branca;Vereador;11111;Geraldo Zuza Sobrinho;Geraldo Zuza;PP / AGUA BRANCA EM PAZ;147;Suplente
;2012;1º Turno;Água Branca;Vereador;15605;Reginaldo Chaves Filho;Reginaldin;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;124;Suplente
;2012;1º Turno;Água Branca;Vereador;15000;Elza Maria de Almeida Rodrigues;Elza de Nego;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;98;Suplente
;2012;1º Turno;Água Branca;Vereador;25111;Joao Vianeis de Freeitas;Garão;DEM / AGUA BRANCA EM PAZ;77;Suplente
;2012;1º Turno;Água Branca;Vereador;45678;Joao de Assis Batista de Lima;Joao Professor;PSDB / ÁGUA BRANCA UNIDA PARA MUDAR;73;Suplente
;2012;1º Turno;Água Branca;Vereador;25222;Vicente Chaves Neto;Vicentim;DEM / AGUA BRANCA EM PAZ;44;Suplente
;2012;1º Turno;Água Branca;Vereador;11456;Maria Eliana de Azevedo;Eliana;PP / AGUA BRANCA EM PAZ;0;Suplente
;2012;1º Turno;Água Branca;Vereador;25142;Maria de Lourdes Angelo de Sousa;Lourdes de Peba;DEM / AGUA BRANCA EM PAZ;0;Suplente
;2012;1º Turno;Água Branca;Vereador;15555;Gilvam Raimundo de Lima;Gilvan;PMDB / ÁGUA BRANCA UNIDA PARA MUDAR;0;Não eleito
;2012;1º Turno;Água Branca;Vereador;25019;Aloiza Alves Barros;Aloiza;DEM / AGUA BRANCA EM PAZ;0;Suplente
;2012;1º Turno;Água Branca;Vereador;25777;Wedja Maria de Lima;Wedja;DEM / AGUA BRANCA EM PAZ;0;Suplente
;2012;1º Turno;Água Branca;Vereador;45333;Maria de Lourdes Melo Duarte;Lourde Melo;PSDB / ÁGUA BRANCA UNIDA PARA MUDAR;0;Suplente
;2012;1º Turno;Aguiar;Prefeito;11;Manoel Batista Guedes Filho;Tintin;PP / UNIAO PELO AGUIAR;2888;Eleito
;2012;1º Turno;Aguiar;Vereador;11456;Joao Paulo Terceiro;Paulo Cassimiro;PP / UNIAO PELO AGUIAR;318;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;40000;Joaquim Bento de Sousa Neto;Joaquim Neto;PSB / UNIAO PELO AGUIAR;312;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;13456;Sebastiao Salviano da Silva;Basto;PT / UNIAO PELO AGUIAR;310;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;65123;Antonio Junior Maia Dantas;Junior Maia;PC do B / UNIAO PELO AGUIAR;293;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;20456;Maria Pereira Rodrigues Viana;Maria de Chiquinho;PSC / UNIAO PELO AGUIAR;281;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;70000;Marcos Dantas Pedro;Marcos de Dede;PT do B / UNIAO PELO AGUIAR;257;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;15611;Francisco Lopes Junior Leite;Junior de Dao;PMDB / UNIAO PELO AGUIAR;215;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;10000;Francisco Barbosa Sobrinho;Charles;PRB / UNIAO PELO AGUIAR;214;Eleito por QP
;2012;1º Turno;Aguiar;Vereador;45123;Jose Hilton Gregório Xavier;Duda de Lourdes;PSDB / UNIAO PELO AGUIAR;210;Eleito por média
;2012;1º Turno;Aguiar;Vereador;45666;Maria do Socorro de Araujo;Corrinha Enfermeira;PSDB / UNIAO PELO AGUIAR;203;Suplente
;2012;1º Turno;Aguiar;Vereador;22222;Damiao Alves de Lacerda;Damiao Lacerda;PR / UNIAO PELO AGUIAR;199;Suplente
;2012;1º Turno;Aguiar;Vereador;23603;Aglahe Veras de Lima Leite;Aglahe;PPS / UNIAO PELO AGUIAR;187;Suplente
;2012;1º Turno;Aguiar;Vereador;15678;Jose Fernandes Neto;Zé de Rosa;PMDB / UNIAO PELO AGUIAR;155;Suplente
;2012;1º Turno;Aguiar;Vereador;27777;Luis Alves da Silva;Lula;PSDC / UNIAO PELO AGUIAR;113;Suplente
;2012;1º Turno;Aguiar;Vereador;11111;Francisco Valdivino da Silva;Professor França;PP / UNIAO PELO AGUIAR;108;Suplente
;2012;1º Turno;Aguiar;Vereador;31111;Francisca Batista da Silva Lima;Françuar;PHS / UNIAO PELO AGUIAR;60;Suplente
;2012;1º Turno;Aguiar;Vereador;70888;Neusa Maria do Nascimento;Neusa;PT do B / UNIAO PELO AGUIAR;36;Suplente
;2012;1º Turno;Aguiar;Vereador;13111;Francisca Honorato de Sousa;Francisca de Basto;PT / UNIAO PELO AGUIAR;1;Suplente
;2012;1º Turno;Alagoa Grande;Prefeito;22;Hildon Regis Navarro Filho;Bôda;PR / ALAGOA GRANDE UNIDA;8528;Eleito
;2012;1º Turno;Alagoa Grande;Prefeito;23;João Bosco Carneiro Junior;Junior Carneiro;PPS / CIDADANIA E JUSTIÇA;8268;Não eleito
;2012;1º Turno;Alagoa Grande;Vereador;27000;Jose Fabiano Nascimento da Luz;Fabiano Luz;PSDC / PPS/PSD/PSDB/PSDC/PTN;923;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;22333;Jose Ribeiro Agra Filho;Deda Ribeiro;PR / ALAGOA GRANDE UNIDA;884;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;11111;Marcelo dos Santos Almeida;Marcelo de Canafistula;PP / PP/PSB/PHS;837;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;22222;Gilberto Marques da Silva Junior;Gilberto Junior;PR / ALAGOA GRANDE UNIDA;802;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;55555;Josildo de Oliveira Lima;Josildo;PSD / PPS/PSD/PSDB/PSDC/PTN;784;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;23333;Luis Lucindo da Silva;Luis;PPS / PPS/PSD/PSDB/PSDC/PTN;753;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;22345;Genildo Marques da Silva;Genildo;PR / ALAGOA GRANDE UNIDA;726;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;22123;Ronaldo Marques Lins;Ronaldo;PR / ALAGOA GRANDE UNIDA;715;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;19123;Fabricio da Silva Ferreira;Fabricio Fortunato;PTN / PPS/PSD/PSDB/PSDC/PTN;628;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;55888;Marcos Antonio dos Santos;Marcos de Zumbi;PSD / PPS/PSD/PSDB/PSDC/PTN;594;Eleito por média
;2012;1º Turno;Alagoa Grande;Vereador;13111;Waldenice do Nascimento Silva;Nice;PT / ALAGOA GRANDE UNIDA;549;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23456;Manoel Carlos da Silva;Manoelzinho;PPS / PPS/PSD/PSDB/PSDC/PTN;541;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11444;Antonio Salustiano de Miranda;Bambao;PP / PP/PSB/PHS;519;Eleito por QP
;2012;1º Turno;Alagoa Grande;Vereador;55111;Maria Geisa Miranda de Castro;Geisa;PSD / PPS/PSD/PSDB/PSDC/PTN;438;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22555;Jaelson Pedro da Silva;Quinha;PR / ALAGOA GRANDE UNIDA;438;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23666;Maria Alves Cavalcante;Nenzinha;PPS / PPS/PSD/PSDB/PSDC/PTN;407;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23000;Jomerson de Vasconcelos Coutinho;Mecinho;PPS / PPS/PSD/PSDB/PSDC/PTN;376;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;45000;Edvaldo de Vasconcelos Vieira da Rocha;Edvaldo Vieira;PSDB / PPS/PSD/PSDB/PSDC/PTN;372;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22444;Claudio Lucio Barbosa;Claudio;PR / ALAGOA GRANDE UNIDA;366;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;31111;Antonio Calixto da Silva Filho;Nem Calixto;PHS / PP/PSB/PHS;364;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11000;Jose Daniel Vieira Sobrinho;Daniel;PP / PP/PSB/PHS;363;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11777;Fernando da Silva Ferreira;Fernando de Fortunato;PP / PP/PSB/PHS;355;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11333;Olavo Valerio de Lima Sousa;Olavo;PP / PP/PSB/PHS;334;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11555;Antonio Roque de Aquino;Tota do Colchao;PP / PP/PSB/PHS;304;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;13333;Madeleyne dos Anjos Agra;Medeleyne;PT / ALAGOA GRANDE UNIDA;280;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;55222;Satiro Coelho Ayres;Satiro Coelho;PSD / PPS/PSD/PSDB/PSDC/PTN;240;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22111;Carmem Aenetania Marques Pereira;Tanea de Maria da Creche;PR / ALAGOA GRANDE UNIDA;195;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22456;Givanildo dos Santos Justino;Ninha;PR / ALAGOA GRANDE UNIDA;167;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;13666;Severina Luiza da Silva;Cida;PT / ALAGOA GRANDE UNIDA;161;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;55999;Joedson da Silva Coutinho;Zé do Povo;PSD / PPS/PSD/PSDB/PSDC/PTN;156;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22888;Sebastião Ferreira Barbosa;Dao de Zumbi;PR / ALAGOA GRANDE UNIDA;121;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11222;Claudio Roberto dos Santos;Robertao;PP / PP/PSB/PHS;106;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;55666;Valdeci Rosendo da Silva;Valdeci;PSD / PPS/PSD/PSDB/PSDC/PTN;89;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22580;Wilma Virginia Carvalho de Macedo;Virginia Carvalho;PR / ALAGOA GRANDE UNIDA;83;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23999;Edileuza Alves dos Santos Oliveira;Edileuza;PPS / PPS/PSD/PSDB/PSDC/PTN;81;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;13444;Wilson Batista da Silva;Wilson;PT / ALAGOA GRANDE UNIDA;81;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22000;Luis de Medeiros;Irmao Lulinha;PR / ALAGOA GRANDE UNIDA;77;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;55333;Haroldo Jose de Sousa Melo;Haroldo da Vila;PSD / PPS/PSD/PSDB/PSDC/PTN;71;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11999;Severino Alexandre da Silva;Dudu do Engenho;PP / PP/PSB/PHS;64;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22331;Geovanni Vitorino da Silva;Geovanni;PR / ALAGOA GRANDE UNIDA;64;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;40123;Severino Antonio da Silva;Bibiu do Jatoba;PSB / PP/PSB/PHS;62;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;45555;Pietro Nobrega de Souza;Pietro;PSDB / PPS/PSD/PSDB/PSDC/PTN;60;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;20000;Joeverson Silva Guedes;Vé de Doraci;PSC / ALAGOA GRANDE UNIDA;58;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;13123;Duilio Guilherme Sobral Corlett;Duilio;PT / ALAGOA GRANDE UNIDA;57;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23123;Vital Souto Montenegro;Vital;PPS / PPS/PSD/PSDB/PSDC/PTN;56;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23444;Ieda Rodrigues Lemos de Araujo;Ieda do Taxo;PPS / PPS/PSD/PSDB/PSDC/PTN;41;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;40444;Rafael de Lima Rodrigues;Prof Rafael;PSB / PP/PSB/PHS;41;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11888;Maria de Lourdes Lima Gondim;Lourdes Gondim;PP / PP/PSB/PHS;38;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22112;Helena Galdino Mariano;Helena de Caiana do Agreste;PR / ALAGOA GRANDE UNIDA;31;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;20222;Andre Glecio Cavalcante Correia Pinto;Andre Correia;PSC / ALAGOA GRANDE UNIDA;29;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;22777;Cleonice Marques Coutinho;Branca;PR / ALAGOA GRANDE UNIDA;27;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;40222;Gilvan Dutra do Nascimento;Gilvan Dutra;PSB / PP/PSB/PHS;24;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11234;Jacinta Lucia de Medeiros Sousa;Jacinta Macario;PP / PP/PSB/PHS;24;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23111;Joselma Ligia Cavalcante Dantas;Mema;PPS / PPS/PSD/PSDB/PSDC/PTN;16;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11123;Neusa Jose de Messias;Neusa;PP / PP/PSB/PHS;7;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11456;Maria Adriana Chaves do Nascimento Rodrigues;Irma Adriana;PP / PP/PSB/PHS;2;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;23231;Emanuela Silva Coutinho;Emanuela;PPS / PPS/PSD/PSDB/PSDC/PTN;2;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11666;Maria Auxiliadora do Nascimento Lima;Lora;PP / PP/PSB/PHS;1;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;11789;Roziana Mariano de Araujo;Rose;PP / PP/PSB/PHS;0;Suplente
;2012;1º Turno;Alagoa Grande;Vereador;13222;Josimar Targino dos Santos;Marcelo;PT / ALAGOA GRANDE UNIDA;0;Suplente
;2012;1º Turno;Alagoa Nova;Prefeito;15;Kleber Herculano de Moraes;Kleber Moraes;PMDB / Alagoa Nova no Caminho Certo;5853;Eleito
;2012;1º Turno;Alagoa Nova;Prefeito;45;José Uchoa de Aquino Leite;Aquino;PSDB / Unidos Pela Mudança;5544;Não eleito
;2012;1º Turno;Alagoa Nova;Vereador;14000;Ramilton Camilo Diniz;Ramilton;PTB / Unidos Pela Mudança;789;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;15000;Severino Ricardo da Silva;Biu Ricardo;PMDB / Alagoa Nova no Caminho Certo;723;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;15222;Ícaro Teixeira Rocha;Ícaro Teixeira;PMDB / Alagoa Nova no Caminho Certo;659;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;45000;Maria Margareth Matias da Costa;Margareth Cardoso;PSDB / Unidos Pela Mudança;658;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;15789;Maria de Fátima Camara de Souza;Fátima;PMDB / Alagoa Nova no Caminho Certo;576;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;13444;Abraham Lincoln de Morais;Abraão do Sindicato;PT / Alagoa Nova no Caminho Certo;452;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;15888;Bruno Filipe Venancio Campos;Bruno;PMDB / Alagoa Nova no Caminho Certo;395;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;13111;Everaldo dos Santos;Everaldo;PT / Alagoa Nova no Caminho Certo;381;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;55555;Mateus Herculano Pereira de Oliveira Araújo;Mateus Sem Terra;PSD / Unidos Pela Mudança;380;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;55678;Vanusa Gonsalves de Almeida;Nina de Boi Velho;PSD / Unidos Pela Mudança;374;Eleito por QP
;2012;1º Turno;Alagoa Nova;Vereador;55123;Luciano Francisco de Oliveira;Luciano da Gente;PSD / Unidos Pela Mudança;347;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15333;Ailton Costa da Silva;Ailton de Joãzinho;PMDB / Alagoa Nova no Caminho Certo;329;Eleito por média
;2012;1º Turno;Alagoa Nova;Vereador;15666;José Alexandre da Silva;Tucha;PMDB / Alagoa Nova no Caminho Certo;297;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;45123;Edimilson Souto Sobral;Edimilson Sobral;PSDB / Unidos Pela Mudança;267;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13123;Luis Walter Paiva de Souza;Michel dos Correios;PT / Alagoa Nova no Caminho Certo;263;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15658;Adão Ermiro da Silva;Adão;PMDB / Alagoa Nova no Caminho Certo;260;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15555;Aluísio Vieira de Ataide;Aluisio Vieira;PMDB / Alagoa Nova no Caminho Certo;233;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15111;Matias Antonio de Souza;Matias;PMDB / Alagoa Nova no Caminho Certo;232;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;11000;Rafael Serafim de Brito;Rafael de Nino;PP / Unidos Pela Mudança;229;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13333;Carlos Henriques de Lima;Carlos de Tita;PT / Alagoa Nova no Caminho Certo;195;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13222;Edilson Correia;Edilson do Ribeiro;PT / Alagoa Nova no Caminho Certo;194;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13234;Maria do Socorro Nascimento;Socorro da Saúde;PT / Alagoa Nova no Caminho Certo;189;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13533;Valkria Lígia da Silva;Lígia do Geraldo;PT / Alagoa Nova no Caminho Certo;189;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13310;José Izidoro de Melo;Dede do Calçamento;PT / Alagoa Nova no Caminho Certo;187;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;40123;Leonio Faustino da Luz;Professor Leonio;PSB / Unidos Pela Mudança;186;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15670;Paulo Matias de Lima;Paulo Matias;PMDB / Alagoa Nova no Caminho Certo;141;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15123;Edinalva Pereira Neves;Nalvinha do Guincho;PMDB / Alagoa Nova no Caminho Certo;140;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;45666;Adriano Cavalcante da Costa;Byroska;PSDB / Unidos Pela Mudança;135;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;12345;Avani Palmeira de Araújo;Avani;PDT / Unidos Pela Mudança;130;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15210;Djair Marques da Silva;Djair O Xodó da Galera;PMDB / Alagoa Nova no Caminho Certo;111;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13000;Ivanildo José Pequeno;Ivon;PT / Alagoa Nova no Caminho Certo;103;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;55333;Ivaldo Gomes de Souza;Beba do Honorato;PSD / Unidos Pela Mudança;96;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13555;João de Lemos;João Batista;PT / Alagoa Nova no Caminho Certo;92;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15369;Genilson Pessoa de Oliv Eira;Genilson Pessoa;PMDB / Alagoa Nova no Caminho Certo;89;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13777;Maria do Livramento Souza da Silva;Maria de Gerson;PT / Alagoa Nova no Caminho Certo;89;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;55000;Jose de Assis Silva;Ezequiel de Manoel Luiz;PSD / Unidos Pela Mudança;67;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13789;Antonio Severino Galdino;Antonio do Juá;PT / Alagoa Nova no Caminho Certo;53;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13678;Dilma Francisca da Silva;Dilma do Leite;PT / Alagoa Nova no Caminho Certo;50;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15236;Josefa Ermina Cobé Diniz;Zefinha Cobé;PMDB / Alagoa Nova no Caminho Certo;44;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;14444;Erivando Pereira Vieira;Erivando;PTB / Unidos Pela Mudança;44;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;14333;Alberto Frutuoso da Silva;Nene da Verdura;PTB / Unidos Pela Mudança;41;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13013;Edelma Targino;Edelma;PT / Alagoa Nova no Caminho Certo;38;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13456;João José dos Santos;João Santos;PT / Alagoa Nova no Caminho Certo;36;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;45111;Luiz Galdino Sobrinho;Luiz de Pipi;PSDB / Unidos Pela Mudança;36;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;23456;José Fereira da Silva;Duda do Ribeiro;PPS / Unidos Pela Mudança;27;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15987;Inácia Maria dos Santos;Inácia de Biu Jovino;PMDB / Alagoa Nova no Caminho Certo;20;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;45567;Francinete Marques dos Santos;França;PSDB / Unidos Pela Mudança;19;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;12369;Paula Bernardo de Lira;Paula Bernardo;PDT / Unidos Pela Mudança;17;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;45333;Silvio Porto de Oliveira;Silvio Porto;PSDB / Unidos Pela Mudança;14;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13666;Adriano Francisco da Silva;Adriano;PT / Alagoa Nova no Caminho Certo;13;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15777;Joseane Imperiano;Joseane;PMDB / Alagoa Nova no Caminho Certo;5;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;15999;Joselita Rodrigues da Silva;Lita;PMDB / Alagoa Nova no Caminho Certo;3;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;55456;Givaldo Serafim Soares;Gil O Gatilho da Verdade;PSD / Unidos Pela Mudança;3;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;13258;Raimunda dos Santos;Raimunda;PT / Alagoa Nova no Caminho Certo;1;Suplente
;2012;1º Turno;Alagoa Nova;Vereador;25000;Sueli Mariano da Silva;Sueli;DEM / Unidos Pela Mudança;0;Suplente
;2012;1º Turno;Alagoinha;Prefeito;31;Alcione Maracajá de Morais Beltrão;Alcione Beltrão;PHS / POR AMOR A ALAGOINHA;5034;Eleito
;2012;1º Turno;Alagoinha;Prefeito;15;Davi Oliveira e Silva;Davi Cassimiro;PMDB / ALAGOINHA O POVO TEM VEZ E VOZ;2689;Não eleito
;2012;1º Turno;Alagoinha;Vereador;20123;Maria do Socorro da Silva Lima;Socorro de Davi;PSC / ALAGOINHA O POVO TEM VEZ E VOZ;543;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;45123;Luiz Henrique Francisco;Luiz Henrique;PSDB / POR AMOR A ALAGOINHA;527;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;45633;Luciano Antonio Araújo;Luciano de Biu de Téu;PSDB / POR AMOR A ALAGOINHA;481;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;31234;José Ronaldo Ribeiro de Lima;Zé Ronaldo;PHS / POR AMOR A ALAGOINHA;447;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;45890;Maria Rodrigues de Almeida Farias;Maria de Zé Roberto;PSDB / POR AMOR A ALAGOINHA;432;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;55555;Givanildo Barbosa da Silva;Kito;PSD / POR AMOR A ALAGOINHA;369;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;20000;Marcondes Rodrigues da Silva;Marcondes de Durval;PSC / ALAGOINHA O POVO TEM VEZ E VOZ;367;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;15613;Valter Pimentel;Valter Pimentel;PMDB / ALAGOINHA O POVO TEM VEZ E VOZ;366;Eleito por QP
;2012;1º Turno;Alagoinha;Vereador;13456;Maria de Jesus Celestino da Silva;Maria de Jesus;PT / POR AMOR A ALAGOINHA;365;Eleito por média
;2012;1º Turno;Alagoinha;Vereador;15555;Gustavo Francisco de Almeida;Chico;PMDB / ALAGOINHA O POVO TEM VEZ E VOZ;331;Suplente
;2012;1º Turno;Alagoinha;Vereador;11123;Marileide Claudino de Pontes;Leda Pontes;PP / POR AMOR A ALAGOINHA;324;Suplente
;2012;1º Turno;Alagoinha;Vereador;11111;Gilvaneide de Lima Silva Feliciano;Neidinha;PP / POR AMOR A ALAGOINHA;321;Suplente
;2012;1º Turno;Alagoinha;Vereador;31123;Antonio dos Santos Silva;Antonio Gordo;PHS / POR AMOR A ALAGOINHA;306;Suplente
;2012;1º Turno;Alagoinha;Vereador;55444;Osvaldo Rodrigues Barbosa;Val da Borracharia;PSD / POR AMOR A ALAGOINHA;269;Suplente
